dataset,groundtruth_f1_score,model,f1_score
93,0.909090909,462,0.47452671507007776
93,0.5,464,0.47133655089253906
93,0.5,466,0.46654768001848096
93,0.352941176,467,0.4151518740428705
93,0.5,468,0.4847210859747348
93,0.352941176,469,0.40965928404452306
93,0.5,470,0.47911124634653746
93,0.5,487,0.5078578364503132
93,0.545454545,488,0.5146825004649934
93,0.5,489,0.5026437007972852
93,0.545454545,490,0.5075706150828325
93,0.666666667,491,0.5411302983797196
93,0.666666667,492,0.5333407367461478
93,0.666666667,493,0.5342063863869019
93,0.666666667,494,0.5247080374576184
93,0.333333333,495,0.4652855551777686
93,0.461538462,496,0.510481031924441
93,0.333333333,497,0.45711557395882446
93,0.461538462,498,0.5027398084492061
93,0.461538462,515,0.5401304649974155
93,0.5,516,0.5361849471041374
93,0.461538462,517,0.5307735244432952
93,0.5,518,0.5273508226900607
93,0.461538462,519,0.4436510731205654
93,0.5,520,0.44350400645373195
93,0.461538462,521,0.4394897788110744
93,0.5,522,0.43871503818345026
93,0.666666667,523,0.538607118965781
93,0.666666667,524,0.5332179535623162
93,0.666666667,525,0.5314562952805143
93,0.666666667,526,0.5259610155195243
93,0.6,289,0.39407718390315755
93,0.526315789,338,0.6350032189181669
93,0.588235294,374,0.7418135628921719
93,0.714285714,391,0.6733058991980883
93,0.769230769,392,0.7620637108796304
93,0.909090909,427,0.7949996708633755
93,0.909090909,428,0.8146718166169219
93,0.909090909,445,0.6959936723945916
93,0.909090909,446,0.7641401396923719
93,0.428571429,481,0.6081599232376742
93,0.545454545,482,0.6494447518879661
93,0.352941176,499,0.5677444501224543
93,0.461538462,500,0.6654649704458745
93,0.555555556,340,0.6495930154772808
93,0.555555556,342,0.6366051914639875
93,0.666666667,359,0.4556137900364345
93,0.714285714,360,0.5883183073481421
93,0.666666667,361,0.44593113366563675
93,0.714285714,362,0.5775599221306934
93,0.666666667,387,0.6197992959846474
93,0.625,400,0.6847229105766729
93,0.625,402,0.6671703624732658
93,0.666666667,419,0.49462046357008416
93,0.769230769,420,0.6126896773779112
93,0.666666667,421,0.4820737135038046
93,0.769230769,422,0.5980555486894988
93,0.428571429,479,0.6255061733072627
93,0.545454545,480,0.6663821598072139
93,0.352941176,501,0.5501894173570171
93,0.461538462,502,0.6506051777481676
93,0.526315789,336,0.6503070572098449
93,0.666666667,447,0.6865184243933552
93,0.909090909,429,0.7756111831603402
93,0.666666667,449,0.6656226404943401
93,0.461538462,471,0.5696504408329075
93,0.461538462,473,0.5547940406427866
93,0.6,311,0.7104990883327535
93,0.6,313,0.6968092778226008
93,0.714285714,393,0.6589806065284595
93,0.666666667,475,0.6528096648257863
93,0.625,343,0.757661366673369
93,0.909090909,366,0.6953673085909614
93,0.588235294,370,0.6620835630139762
93,0.909090909,397,0.7641718348816693
93,0.909090909,398,0.791144905365076
93,0.769230769,416,0.6944250735841243
93,0.769230769,418,0.6773402596017338
93,0.909090909,444,0.7882596155991034
93,0.769230769,448,0.7694674639554226
93,0.769230769,450,0.7498781687194024
93,0.769230769,452,0.7782802434175774
93,0.769230769,454,0.7594698381005628
93,0.714285714,455,0.8299046110567604
93,0.769230769,456,0.818799759560554
93,0.714285714,457,0.8100147457102159
93,0.769230769,458,0.7977404902246231
93,0.666666667,478,0.7200669055963914
93,0.545454545,484,0.787135082504893
93,0.545454545,486,0.7669122690717266
93,0.666666667,451,0.7260370946172212
93,0.428571429,483,0.7862689593912574
93,0.428571429,503,0.6631206579187716
93,0.428571429,505,0.6458913075616536
93,0.666666667,346,0.773799078102442
93,0.909090909,395,0.782124565394412
93,0.769230769,426,0.7248541302036688
93,0.909090909,430,0.7922584980487035
93,0.461538462,504,0.752307512524306
93,0.461538462,506,0.7322508877750534
93,0.555555556,368,0.6754015014597248
93,0.666666667,507,0.7289891623145656
93,0.666666667,509,0.7099366458048173
93,0.666666667,508,0.7818649227558502
93,0.666666667,510,0.7600974071072379
93,0.461538462,511,0.789938074720756
93,0.461538462,513,0.7694766184724704
93,0.666666667,344,0.7945617354691444
93,0.588235294,372,0.7616291478417724
93,1.0,334,0.6958719242890471
93,0.769230769,390,0.7283635730194956
93,0.909090909,364,0.7089578300204061
93,0.909090909,396,0.8105131400043091
93,0.909090909,443,0.7220027965838667
93,0.5,474,0.6735154902860239
93,0.666666667,476,0.7395428048778449
93,0.5,512,0.7869178080198181
93,0.5,514,0.7667282178343235
93,0.5,472,0.6897958671221719
93,1.0,331,0.5417033544090005
93,1.0,333,0.5326008945514416
93,0.769230769,388,0.7501067796753009
93,1.0,332,0.7069910069347547
93,0.769230769,394,0.7455470293194513
93,0.666666667,312,0.7750487154143659
93,0.666666667,314,0.7609334775969676
93,0.769230769,424,0.7437159198418443
93,1.0,317,0.9241187621722396
93,1.0,318,0.8752374400339462
93,1.0,315,0.9490887914664122
93,1.0,316,0.9005113274964199
146,0.3,585,0.18566774283066773
146,0.588235294,367,0.5288322198609904
146,0.5,369,0.5177940897808779
146,0.303030303,415,0.5682197121488016
146,0.909090909,371,0.6948309284528238
146,0.909090909,399,0.609951082998847
146,0.8,401,0.5929234305081609
146,0.380952381,389,0.5997806803281044
146,0.307692308,477,0.6369179922352725
146,0.8,373,0.6755957482756472
146,0.615384615,453,0.7081694560210501
146,0.8,485,0.7670630363109331
146,0.315789474,589,0.19986166333077443
146,0.428571429,308,0.4447762526388362
146,0.384615385,310,0.43788298252279984
146,0.666666667,423,0.6516228468391817
146,0.571428571,425,0.6360627078485541
146,0.909090909,345,0.7383274260562117
146,0.555555556,341,0.5096413688773905
146,0.5,555,0.4282486180782806
146,0.615384615,556,0.4690247622828728
146,0.375,557,0.41350462602474986
146,0.5,558,0.45609018703490245
146,0.666666667,564,0.4542051676045376
146,0.545454545,566,0.44365243796283865
146,0.8,568,0.47349005370598823
146,0.666666667,570,0.46212582143561615
146,0.5,338,0.6350032189181669
146,0.8,374,0.7418135628921719
146,0.476190476,391,0.6733058991980883
146,0.625,392,0.7620637108796304
146,0.909090909,427,0.7949996708633755
146,0.909090909,428,0.8146718166169219
146,0.444444444,445,0.6959936723945916
146,0.615384615,446,0.7641401396923719
146,0.571428571,481,0.6081599232376742
146,0.615384615,482,0.6494447518879661
146,0.555555556,499,0.5677444501224543
146,0.666666667,500,0.6654649704458745
146,0.571428571,535,0.42172578536641886
146,0.615384615,536,0.4462143353494537
146,0.631578947,339,0.5208544901913641
146,0.75,340,0.6495930154772808
146,0.666666667,342,0.6366051914639875
146,0.476190476,360,0.5883183073481421
146,0.421052632,362,0.5775599221306934
146,0.476190476,387,0.6197992959846474
146,0.909090909,400,0.6847229105766729
146,0.8,402,0.6671703624732658
146,0.344827586,419,0.49462046357008416
146,0.666666667,420,0.6126896773779112
146,0.571428571,422,0.5980555486894988
146,0.666666667,479,0.6255061733072627
146,0.714285714,480,0.6663821598072139
146,0.444444444,501,0.5501894173570171
146,0.571428571,502,0.6506051777481676
146,0.8,539,0.4077943606629764
146,0.8,540,0.3980985626508122
146,0.666666667,541,0.399304013245286
146,0.666666667,542,0.38954963583481383
146,0.5,559,0.3259291486229293
146,0.615384615,560,0.3709467453998975
146,0.375,561,0.3165647628025958
146,0.5,562,0.3625000067224718
146,0.333333333,641,0.20589750055421593
146,0.347826087,527,0.3011096815655413
146,0.571428571,336,0.6503070572098449
146,0.352941176,645,0.21727642759711804
146,0.555555556,447,0.6865184243933552
146,0.8,429,0.7756111831603402
146,0.363636364,531,0.3178375805420975
146,0.444444444,449,0.6656226404943401
146,0.37037037,471,0.5696504408329075
146,0.6,311,0.7104990883327535
146,0.526315789,313,0.6968092778226008
146,0.380952381,393,0.6589806065284595
146,0.384615385,475,0.6528096648257863
146,1.0,343,0.757661366673369
146,0.4,583,0.19351221468339747
146,0.4,613,0.2745593443738856
146,0.4,617,0.27979405411880204
146,0.470588235,366,0.6953673085909614
146,0.571428571,370,0.6620835630139762
146,0.533333333,397,0.7641718348816693
146,0.615384615,398,0.791144905365076
146,0.625,416,0.6944250735841243
146,0.5,418,0.6773402596017338
146,0.714285714,444,0.7882596155991034
146,0.714285714,448,0.7694674639554226
146,0.615384615,450,0.7498781687194024
146,0.769230769,452,0.7782802434175774
146,0.666666667,454,0.7594698381005628
146,0.909090909,455,0.8299046110567604
146,0.909090909,456,0.818799759560554
146,0.8,457,0.8100147457102159
146,0.8,458,0.7977404902246231
146,0.533333333,478,0.7200669055963914
146,0.909090909,484,0.787135082504893
146,0.8,486,0.7669122690717266
146,0.615384615,528,0.3950128395450346
146,0.5,530,0.38767352372462
146,0.615384615,532,0.3995098991641671
146,0.5,534,0.39276577830701
146,0.461538462,537,0.41567718409400906
146,0.5,538,0.4393003315681391
146,0.615384615,563,0.4221886886833592
146,0.5,565,0.4099878024194094
146,0.8,567,0.47945490506717303
146,0.666666667,569,0.46877994440528853
146,0.714285714,451,0.7260370946172212
146,0.909090909,483,0.7862689593912574
146,0.555555556,503,0.6631206579187716
146,0.444444444,505,0.6458913075616536
146,0.421052632,587,0.20568588482040245
146,0.909090909,346,0.773799078102442
146,0.625,395,0.782124565394412
146,0.428571429,669,0.2779699988879628
146,0.428571429,673,0.28036698545175026
146,0.615384615,426,0.7248541302036688
146,0.8,430,0.7922584980487035
146,0.666666667,504,0.752307512524306
146,0.571428571,506,0.7322508877750534
146,0.666666667,368,0.6754015014597248
146,0.714285714,507,0.7289891623145656
146,0.615384615,509,0.7099366458048173
146,0.444444444,639,0.2136987963627729
146,0.769230769,508,0.7818649227558502
146,0.666666667,510,0.7600974071072379
146,0.909090909,511,0.789938074720756
146,0.8,513,0.7694766184724704
146,0.461538462,649,0.2794156614092896
146,1.0,344,0.7945617354691444
146,0.909090909,372,0.7616291478417724
146,0.470588235,643,0.22271521471292158
146,0.476190476,334,0.6958719242890471
146,0.533333333,390,0.7283635730194956
146,0.526315789,364,0.7089578300204061
146,0.714285714,396,0.8105131400043091
146,0.555555556,443,0.7220027965838667
146,0.533333333,474,0.6735154902860239
146,0.625,476,0.7395428048778449
146,0.909090909,512,0.7869178080198181
146,0.8,514,0.7667282178343235
146,0.625,472,0.6897958671221719
146,0.625,388,0.7501067796753009
146,0.5,586,0.27468197305605724
146,0.5,590,0.27974251066369177
146,0.5,593,0.27966341057418004
146,0.5,677,0.29611131517186884
146,0.52173913,332,0.7069910069347547
146,0.615384615,584,0.2787472851450359
146,0.533333333,394,0.7455470293194513
146,0.533333333,611,0.28581938466658685
146,0.533333333,615,0.28880298841491736
146,0.705882353,312,0.7750487154143659
146,0.625,314,0.7609334775969676
146,0.545454545,594,0.3048992469922588
146,0.545454545,614,0.31539602842189113
146,0.545454545,618,0.31849488263404074
146,0.545454545,621,0.29843712014092294
146,0.545454545,642,0.2813341995993818
146,0.545454545,646,0.2839654390910226
146,0.545454545,650,0.3003928811836802
146,0.714285714,424,0.7437159198418443
146,0.909090909,317,0.9241187621722396
146,0.909090909,318,0.8752374400339462
146,0.615384615,591,0.2853387321949984
146,0.571428571,647,0.28597917110642024
146,0.615384615,588,0.2836121789360527
146,0.571428571,667,0.2894974836272077
146,0.571428571,671,0.28954315879008335
146,0.666666667,640,0.2865915707770375
146,0.666666667,644,0.2885986406756333
146,0.6,622,0.3235990446231213
146,0.6,670,0.31354797756919867
146,0.6,674,0.3141909452107532
146,0.6,678,0.3182167512603894
146,0.615384615,675,0.30588952674769376
146,0.666666667,592,0.3109670308979614
146,0.666666667,648,0.30702695960524223
146,1.0,315,0.9490887914664122
146,1.0,316,0.9005113274964199
146,0.666666667,619,0.3074579095222579
146,0.666666667,597,0.34557990349010276
146,0.666666667,598,0.336216696987302
146,0.666666667,612,0.325479444096149
146,0.666666667,616,0.32793865956783713
146,0.666666667,625,0.34742906803209306
146,0.666666667,626,0.3370753810510462
146,0.666666667,653,0.34149266454663835
146,0.666666667,654,0.3316186029545394
146,0.666666667,681,0.34151631759792084
146,0.666666667,682,0.33162989634761975
146,0.727272727,620,0.3326658595001355
146,0.727272727,668,0.32345212615647895
146,0.727272727,672,0.323455455057572
146,0.727272727,676,0.3275376144589963
146,0.8,596,0.34543337451846673
146,0.8,624,0.34676383819181583
146,0.8,652,0.3408465776657882
146,0.8,680,0.3413183534883894
146,0.8,595,0.3548459692646693
146,0.8,623,0.3566845425429991
146,0.8,651,0.3507481390575444
146,0.8,679,0.3507647997545594
161,0.454545455,585,0.18566774283066773
161,0.3,363,0.5917016543629683
161,0.705882353,367,0.5288322198609904
161,0.705882353,369,0.5177940897808779
161,0.363636364,415,0.5682197121488016
161,0.304347826,335,0.42823268775344886
161,0.304347826,337,0.41464598603725633
161,0.923076923,371,0.6948309284528238
161,0.923076923,399,0.609951082998847
161,0.923076923,401,0.5929234305081609
161,0.545454545,389,0.5997806803281044
161,0.545454545,477,0.6369179922352725
161,0.307692308,365,0.5791649463421578
161,0.923076923,373,0.6755957482756472
161,0.363636364,417,0.5495309366530194
161,0.8,453,0.7081694560210501
161,0.923076923,485,0.7670630363109331
161,0.5,589,0.19986166333077443
161,0.482758621,308,0.4447762526388362
161,0.5,310,0.43788298252279984
161,0.8,423,0.6516228468391817
161,0.8,425,0.6360627078485541
161,1.0,345,0.7383274260562117
161,0.777777778,341,0.5096413688773905
161,0.625,555,0.4282486180782806
161,0.833333333,556,0.4690247622828728
161,0.625,557,0.41350462602474986
161,0.833333333,558,0.45609018703490245
161,0.833333333,564,0.4542051676045376
161,0.833333333,566,0.44365243796283865
161,0.833333333,568,0.47349005370598823
161,0.833333333,570,0.46212582143561615
161,0.636363636,338,0.6350032189181669
161,0.923076923,374,0.7418135628921719
161,0.571428571,391,0.6733058991980883
161,0.8,392,0.7620637108796304
161,0.923076923,427,0.7949996708633755
161,0.923076923,428,0.8146718166169219
161,0.705882353,445,0.6959936723945916
161,0.923076923,446,0.7641401396923719
161,0.8,481,0.6081599232376742
161,0.923076923,482,0.6494447518879661
161,0.705882353,499,0.5677444501224543
161,0.923076923,500,0.6654649704458745
161,0.714285714,535,0.42172578536641886
161,0.833333333,536,0.4462143353494537
161,0.777777778,339,0.5208544901913641
161,0.875,340,0.6495930154772808
161,0.875,342,0.6366051914639875
161,0.666666667,360,0.5883183073481421
161,0.666666667,362,0.5775599221306934
161,0.545454545,387,0.6197992959846474
161,0.923076923,400,0.6847229105766729
161,0.923076923,402,0.6671703624732658
161,0.413793103,419,0.49462046357008416
161,0.705882353,420,0.6126896773779112
161,0.444444444,421,0.4820737135038046
161,0.75,422,0.5980555486894988
161,0.8,479,0.6255061733072627
161,0.923076923,480,0.6663821598072139
161,0.705882353,501,0.5501894173570171
161,0.923076923,502,0.6506051777481676
161,0.833333333,539,0.4077943606629764
161,0.833333333,540,0.3980985626508122
161,0.833333333,541,0.399304013245286
161,0.833333333,542,0.38954963583481383
161,0.625,559,0.3259291486229293
161,0.833333333,560,0.3709467453998975
161,0.625,561,0.3165647628025958
161,0.833333333,562,0.3625000067224718
161,0.526315789,641,0.20589750055421593
161,0.434782609,527,0.3011096815655413
161,0.454545455,529,0.2924803216871395
161,0.636363636,336,0.6503070572098449
161,0.555555556,645,0.21727642759711804
161,0.705882353,447,0.6865184243933552
161,0.923076923,429,0.7756111831603402
161,0.434782609,531,0.3178375805420975
161,0.705882353,449,0.6656226404943401
161,0.428571429,471,0.5696504408329075
161,0.444444444,473,0.5547940406427866
161,0.777777778,311,0.7104990883327535
161,0.777777778,313,0.6968092778226008
161,0.571428571,393,0.6589806065284595
161,0.52173913,475,0.6528096648257863
161,1.0,343,0.757661366673369
161,0.454545455,583,0.19351221468339747
161,0.666666667,613,0.2745593443738856
161,0.666666667,617,0.27979405411880204
161,0.666666667,366,0.6953673085909614
161,0.8,370,0.6620835630139762
161,0.705882353,397,0.7641718348816693
161,0.8,398,0.791144905365076
161,0.631578947,416,0.6944250735841243
161,0.666666667,418,0.6773402596017338
161,0.923076923,444,0.7882596155991034
161,0.923076923,448,0.7694674639554226
161,0.923076923,450,0.7498781687194024
161,0.923076923,452,0.7782802434175774
161,0.923076923,454,0.7594698381005628
161,0.923076923,455,0.8299046110567604
161,0.923076923,456,0.818799759560554
161,0.923076923,457,0.8100147457102159
161,0.923076923,458,0.7977404902246231
161,0.857142857,478,0.7200669055963914
161,0.923076923,484,0.787135082504893
161,0.923076923,486,0.7669122690717266
161,0.769230769,528,0.3950128395450346
161,0.769230769,530,0.38767352372462
161,0.769230769,532,0.3995098991641671
161,0.769230769,534,0.39276577830701
161,0.714285714,537,0.41567718409400906
161,0.833333333,538,0.4393003315681391
161,0.714285714,563,0.4221886886833592
161,0.714285714,565,0.4099878024194094
161,0.833333333,567,0.47945490506717303
161,0.833333333,569,0.46877994440528853
161,0.476190476,533,0.3111923092776251
161,0.8,451,0.7260370946172212
161,0.923076923,483,0.7862689593912574
161,0.705882353,503,0.6631206579187716
161,0.705882353,505,0.6458913075616536
161,0.526315789,587,0.20568588482040245
161,1.0,346,0.773799078102442
161,0.705882353,395,0.782124565394412
161,0.666666667,669,0.2779699988879628
161,0.666666667,673,0.28036698545175026
161,0.923076923,426,0.7248541302036688
161,0.923076923,430,0.7922584980487035
161,0.923076923,504,0.752307512524306
161,0.923076923,506,0.7322508877750534
161,0.8,368,0.6754015014597248
161,0.8,507,0.7289891623145656
161,0.8,509,0.7099366458048173
161,0.555555556,639,0.2136987963627729
161,0.923076923,508,0.7818649227558502
161,0.923076923,510,0.7600974071072379
161,0.923076923,511,0.789938074720756
161,0.923076923,513,0.7694766184724704
161,0.714285714,649,0.2794156614092896
161,1.0,344,0.7945617354691444
161,0.923076923,372,0.7616291478417724
161,0.555555556,643,0.22271521471292158
161,0.583333333,334,0.6958719242890471
161,0.8,390,0.7283635730194956
161,0.666666667,364,0.7089578300204061
161,0.8,396,0.8105131400043091
161,0.705882353,443,0.7220027965838667
161,0.857142857,474,0.6735154902860239
161,0.857142857,476,0.7395428048778449
161,0.923076923,512,0.7869178080198181
161,0.923076923,514,0.7667282178343235
161,0.857142857,472,0.6897958671221719
161,0.8,388,0.7501067796753009
161,0.769230769,586,0.27468197305605724
161,0.769230769,590,0.27974251066369177
161,0.769230769,593,0.27966341057418004
161,0.714285714,677,0.29611131517186884
161,0.583333333,332,0.7069910069347547
161,0.769230769,584,0.2787472851450359
161,0.8,394,0.7455470293194513
161,0.666666667,611,0.28581938466658685
161,0.666666667,615,0.28880298841491736
161,0.875,312,0.7750487154143659
161,0.875,314,0.7609334775969676
161,0.833333333,594,0.3048992469922588
161,0.833333333,614,0.31539602842189113
161,0.833333333,618,0.31849488263404074
161,0.769230769,621,0.29843712014092294
161,0.769230769,642,0.2813341995993818
161,0.769230769,646,0.2839654390910226
161,0.833333333,650,0.3003928811836802
161,0.923076923,424,0.7437159198418443
161,1.0,317,0.9241187621722396
161,1.0,318,0.8752374400339462
161,0.769230769,591,0.2853387321949984
161,0.714285714,647,0.28597917110642024
161,0.769230769,588,0.2836121789360527
161,0.666666667,667,0.2894974836272077
161,0.666666667,671,0.28954315879008335
161,0.769230769,640,0.2865915707770375
161,0.769230769,644,0.2885986406756333
161,0.833333333,622,0.3235990446231213
161,0.833333333,670,0.31354797756919867
161,0.833333333,674,0.3141909452107532
161,0.833333333,678,0.3182167512603894
161,0.714285714,675,0.30588952674769376
161,0.833333333,592,0.3109670308979614
161,0.833333333,648,0.30702695960524223
161,1.0,315,0.9490887914664122
161,1.0,316,0.9005113274964199
161,0.769230769,619,0.3074579095222579
161,0.833333333,597,0.34557990349010276
161,0.833333333,598,0.336216696987302
161,0.833333333,612,0.325479444096149
161,0.833333333,616,0.32793865956783713
161,0.833333333,625,0.34742906803209306
161,0.833333333,626,0.3370753810510462
161,0.833333333,653,0.34149266454663835
161,0.833333333,654,0.3316186029545394
161,0.833333333,681,0.34151631759792084
161,0.833333333,682,0.33162989634761975
161,0.833333333,620,0.3326658595001355
161,0.833333333,668,0.32345212615647895
161,0.833333333,672,0.323455455057572
161,0.833333333,676,0.3275376144589963
161,0.833333333,596,0.34543337451846673
161,0.833333333,624,0.34676383819181583
161,0.833333333,652,0.3408465776657882
161,0.833333333,680,0.3413183534883894
161,0.833333333,595,0.3548459692646693
161,0.833333333,623,0.3566845425429991
161,0.833333333,651,0.3507481390575444
161,0.833333333,679,0.3507647997545594
79,0.555555556,463,0.38106866777944703
79,0.555555556,465,0.37541642455849544
79,1.0,363,0.5917016543629683
79,0.303030303,367,0.5288322198609904
79,0.303030303,369,0.5177940897808779
79,0.666666667,415,0.5682197121488016
79,0.4,323,0.43554849024480013
79,0.333333333,371,0.6948309284528238
79,0.4,399,0.609951082998847
79,0.416666667,401,0.5929234305081609
79,1.0,411,0.5640091916297506
79,0.555555556,327,0.5181857336055561
79,0.588235294,389,0.5997806803281044
79,0.4,325,0.4312476176681599
79,1.0,477,0.6369179922352725
79,1.0,365,0.5791649463421578
79,0.333333333,373,0.6755957482756472
79,0.555555556,351,0.5324033436126855
79,0.555555556,353,0.5231804951707688
79,0.666666667,417,0.5495309366530194
79,0.5,431,0.4275587943661165
79,0.5,433,0.4202438230274669
79,0.714285714,453,0.7081694560210501
79,0.714285714,485,0.7670630363109331
79,1.0,379,0.49623858358504375
79,0.37037037,308,0.4447762526388362
79,0.37037037,310,0.43788298252279984
79,0.555555556,329,0.5120024982771857
79,0.714285714,423,0.6516228468391817
79,0.714285714,425,0.6360627078485541
79,1.0,413,0.5556389515459236
79,0.588235294,345,0.7383274260562117
79,0.333333333,291,0.47269180234637154
79,0.333333333,292,0.2989729293600833
79,0.333333333,293,0.4649586913252344
79,0.333333333,294,0.2988713046265881
79,0.333333333,295,0.46314651936049456
79,0.333333333,296,0.29866451314208253
79,0.333333333,297,0.46346002911524803
79,0.333333333,298,0.2986645491272669
79,0.333333333,299,0.4408028961833183
79,0.333333333,300,0.26936395964830184
79,0.333333333,301,0.43098909359385307
79,0.333333333,302,0.2620686030383044
79,0.476190476,320,0.45464895135756916
79,0.476190476,322,0.45219777857247667
79,0.555555556,324,0.5351223793926497
79,0.555555556,326,0.5286347315866115
79,0.625,328,0.5541142685246242
79,0.625,330,0.5471899415365467
79,1.0,347,0.5428868067094823
79,1.0,348,0.5562685819643893
79,1.0,349,0.5343230105702764
79,1.0,350,0.5467470015214801
79,0.666666667,352,0.5572978119423119
79,0.666666667,354,0.5500437769098626
79,0.555555556,355,0.5564833594474442
79,0.666666667,356,0.565978238641959
79,0.555555556,357,0.5501898723705695
79,0.666666667,358,0.5607512532498385
79,0.625,375,0.5415071668268122
79,0.666666667,376,0.5483498342004189
79,0.625,377,0.5342976482466023
79,0.666666667,378,0.540169609874516
79,1.0,380,0.48781994788421673
79,1.0,381,0.48838591147645605
79,1.0,382,0.4793583691280917
79,0.588235294,383,0.4582396970403505
79,0.666666667,384,0.5203932965816518
79,0.588235294,385,0.4477746968622723
79,0.666666667,386,0.5097294720226996
79,0.454545455,403,0.42594561973413586
79,0.625,404,0.4986141538020215
79,0.454545455,405,0.42174674661884654
79,0.625,406,0.49376714033153096
79,0.666666667,407,0.5107355859601449
79,0.714285714,408,0.5259781261638514
79,0.666666667,409,0.5031234987542287
79,0.714285714,410,0.5181736102509725
79,1.0,412,0.5582397925772385
79,1.0,414,0.5490367976391429
79,0.714285714,432,0.4973002184880933
79,0.714285714,434,0.49097922295892926
79,0.526315789,435,0.48219944946539794
79,0.714285714,436,0.525973254797889
79,0.526315789,437,0.47572450979957354
79,0.714285714,438,0.5196260248365799
79,0.666666667,439,0.444869769976392
79,0.714285714,440,0.4475669964963697
79,0.666666667,441,0.44203644180801327
79,0.714285714,442,0.4437428749748608
79,1.0,459,0.49386334716688396
79,1.0,460,0.4821747452232623
79,1.0,461,0.48664948963602267
79,1.0,462,0.47452671507007776
79,0.714285714,464,0.47133655089253906
79,0.714285714,466,0.46654768001848096
79,0.555555556,467,0.4151518740428705
79,0.714285714,468,0.4847210859747348
79,0.555555556,469,0.40965928404452306
79,0.714285714,470,0.47911124634653746
79,0.714285714,487,0.5078578364503132
79,0.714285714,488,0.5146825004649934
79,0.714285714,489,0.5026437007972852
79,0.714285714,490,0.5075706150828325
79,1.0,491,0.5411302983797196
79,1.0,492,0.5333407367461478
79,1.0,493,0.5342063863869019
79,1.0,494,0.5247080374576184
79,0.555555556,495,0.4652855551777686
