dataset,balanced_accuracy,model,groundtruth_balanced_accuracy
1,0.14233310964882084,1043,0.438972163
1,0.1587897466402136,1044,0.484296931
1,0.157747338239749,1045,0.46538187
1,0.1452837103047071,1046,0.44111349
1,0.14510741688331044,1347,0.500356888
1,0.14559530047334676,1348,0.500713776
1,0.16477790545751203,1349,0.578515346
1,0.1383857592194043,1350,0.488222698
1,0.13308151971344798,1351,0.417915774
1,0.14563231661972653,1352,0.503568879
1,0.13351776111260985,1353,0.429693076
1,0.15986083783457372,1354,0.56923626
1,0.13955030414665717,1355,0.45503212
1,0.14723900910323875,1356,0.502498216
1,0.14733623295367027,1357,0.526766595
1,0.14507316432569467,1358,0.5
1,0.14510622595249614,1359,0.500713776
1,0.14448252947021714,1360,0.529978587
1,0.14572838460818227,1361,0.500713776
1,0.15190976132482506,1362,0.517130621
1,0.13599386547120024,1363,0.462883655
1,0.14355183155807133,1364,0.496431121
1,0.10492543679606103,1365,0.248037116
1,0.15242972540349245,1366,0.498572448
1,0.1477195082094553,1367,0.513204854
1,0.1474708510630625,1368,0.505353319
1,0.2157321908205776,1369,0.913276231
1,0.22067377004854782,1370,0.947180585
1,0.15300648442894646,1371,0.551034975
1,0.15320914276098607,1472,0.518201285
1,0.14372280604771392,1473,0.481441827
1,0.1561778571110787,1474,0.519628837
1,0.13572985453077388,1475,0.490720914
1,0.14760906605888188,1476,0.493576017
1,0.1743109838229649,1477,0.631334761
1,0.15651733942388485,1478,0.575303355
1,0.13918720912942134,1479,0.476802284
1,0.17988685258034845,1480,0.618843683
1,0.16480619990025333,1481,0.589578872
1,0.14676181629375148,1482,0.516773733
1,0.14507316432569467,1483,0.5
1,0.14507316432569467,1484,0.5
1,0.1429816186990594,1485,0.505710207
1,0.14255703238051967,1486,0.47751606
1,0.14560280071842077,1487,0.503211991
1,0.14433882878239426,1488,0.495003569
1,0.14507316432569467,1489,0.5
1,0.14507316432569467,1490,0.5
1,0.14507316432569467,1491,0.5
1,0.14504724954564674,1492,0.5
1,0.14134975959515783,1493,0.480728051
1,0.1781271359654631,1494,0.592790864
1,0.16240177413274118,1495,0.514989293
1,0.14507316432569467,1496,0.5
1,0.14638681596056022,1622,0.508208423
1,0.1465740391795945,1623,0.507851535
1,0.16359832246838973,1624,0.568522484
1,0.1406871496998937,1625,0.481084939
1,0.15377710898714214,1626,0.538900785
1,0.18320675967266434,1627,0.736259814
1,0.1082402595701934,1628,0.311206281
1,0.144806654942489,1629,0.537830121
1,0.15305100729969517,1630,0.521770164
1,0.13417887913319643,1631,0.505710207
1,0.17079289946574655,1632,0.568879372
1,0.14507316432569467,1633,0.5
1,0.14447153875084034,1634,0.530692363
1,0.14732925828488186,1635,0.562098501
1,0.14660732237930624,1636,0.51391863
1,0.14358881792898642,1637,0.5
1,0.14775842920138257,1638,0.535331906
1,0.15205527099035457,1639,0.480371163
1,0.1298215795812833,1640,0.398286938
1,0.14507316432569467,1641,0.5
1,0.14551261739582685,1642,0.501427552
1,0.14508678564917857,1643,0.5
1,0.20770550522068107,1644,0.86509636
1,0.2201690775447216,1645,0.947894361
1,0.15151408895928928,1646,0.539614561
1,0.13877230896373385,1797,0.433261956
1,0.14120184721447085,1798,0.496074233
1,0.1476533716646237,1799,0.457530335
1,0.15643374908224514,1800,0.463954318
1,0.17024573325535539,1801,0.61598858
1,0.1682410136945414,1802,0.626695218
1,0.18691911351384743,1803,0.628479657
1,0.15625069663155716,1804,0.560670949
1,0.15740931222123022,1805,0.512491078
1,0.13275382933072513,1806,0.369735903
1,0.14782546736630062,1807,0.457530335
1,0.15159965067234393,1808,0.523911492
1,0.14568178610587187,1809,0.473947181
1,0.15042894860880934,1810,0.496431121
1,0.14746659839098575,1811,0.496788009
1,0.1537142928186489,1812,0.521770164
1,0.15514007840309493,1813,0.496788009
1,0.1393348285943909,1814,0.492862241
1,0.1621745418595471,1815,0.548536759
1,0.14473552895686312,1816,0.526052819
1,0.1688597483493372,1817,0.634189864
1,0.14512673451776179,1818,0.5
1,0.1636784577173968,1819,0.521770164
1,0.15283198481574123,1820,0.533904354
1,0.15513776632129248,1821,0.526766595
10,0.065672085994133,322,0.557985758
10,0.08351935395838563,323,0.679043744
10,0.08533604168238149,324,0.689725331
10,0.05808894754697908,325,0.498982706
10,0.0586648798376508,326,0.523397762
10,0.10461744166389232,327,0.920651068
10,0.037943479269319444,328,0.322990844
10,0.03666818471350982,329,0.309257375
10,0.05538656993458614,330,0.476093591
10,0.06518573838367242,331,0.553407935
10,0.05526636641398498,332,0.486266531
10,0.054990300519637006,333,0.486775178
10,0.058391286148027,334,0.500508647
10,0.0605882436567494,335,0.517802645
10,0.06296732227931258,336,0.54069176
10,0.05815967387644756,337,0.501017294
10,0.058084152087688246,338,0.500508647
10,0.05810865092793538,339,0.5
10,0.05830466958312444,340,0.508138352
10,0.05810865092793538,341,0.5
10,0.066533700692887,342,0.534587996
10,0.057861637257446086,343,0.503051882
10,0.10246101754028851,344,0.845879959
10,0.10267194407269752,345,0.856561546
10,0.06929823328903316,346,0.566632757
10,0.08548478295337635,722,0.623092574
10,0.0920535706304903,723,0.682095626
10,0.09479242415497469,724,0.695320448
10,0.10217487180459767,725,0.746185148
10,0.0963808587421469,726,0.684638861
10,0.10193267679700325,727,0.757884028
10,0.09822548364450695,728,0.707527976
10,0.10570751886414832,729,0.789928789
10,0.1077304610607128,730,0.81180061
10,0.10124764517664725,731,0.739572737
10,0.11292535595538525,732,0.871312309
10,0.0670714460148194,733,0.538148525
10,0.08289967106838242,734,0.630722279
10,0.08253775912753954,735,0.589013225
10,0.08332596578396409,736,0.606307223
10,0.07902857493276949,737,0.589013225
10,0.09782265882597464,738,0.723296033
10,0.08869363754584958,739,0.671922686
10,0.10861377417256822,740,0.833672431
10,0.06486488826162948,741,0.519837233
10,0.10217186408947782,742,0.756358087
10,0.07935247458086242,743,0.630722279
10,0.09448727810355602,744,0.681078332
10,0.10125372098070097,745,0.745676501
10,0.08166506361924827,746,0.626653103
10,0.056564371976982976,1222,0.490844354
10,0.07458558311770279,1223,0.631230926
10,0.06652468241046547,1224,0.567141404
10,0.05909044359658345,1225,0.510681587
10,0.058262990836794516,1226,0.506612411
10,0.10759514488809838,1227,0.950661241
10,0.05530183892719611,1228,0.424720244
10,0.06248567934068046,1229,0.550356053
10,0.06498926810661139,1230,0.568667345
10,0.08500286540692097,1231,0.733468973
10,0.07778510751904531,1232,0.686673449
10,0.05810865092793538,1233,0.5
10,0.058018225902676274,1234,0.498982706
10,0.05403730398811683,1235,0.477110885
10,0.056684233314946236,1236,0.496439471
10,0.05908336678254392,1237,0.508646999
10,0.05810865092793538,1238,0.5
10,0.05810865092793538,1239,0.5
10,0.05810865092793538,1240,0.5
10,0.05810865092793538,1241,0.5
10,0.05835542252274539,1242,0.501525941
10,0.05810865092793538,1243,0.5
10,0.10231349371801797,1244,0.837741607
10,0.10275302025505421,1245,0.856052899
10,0.07123959181494506,1246,0.587995931
15,0.04889687470037906,172,0.408794788
15,0.05042308380360878,173,0.457654723
15,0.048483516438244584,174,0.382736156
15,0.04663971914516586,175,0.5
15,0.04596094800225989,176,0.5
15,0.05261462256980222,177,0.5
15,0.04868291298955593,178,0.5
15,0.04923419039899569,179,0.5
15,0.048547635555893476,180,0.5
15,0.04565659676943091,181,0.503257329
15,0.049181798399558316,182,0.5
15,0.04818544141689602,183,0.368078176
15,0.04886855731620773,184,0.350162866
15,0.05086642035632114,185,0.530944625
15,0.05079526342769113,186,0.501628664
15,0.04924450787871107,187,0.364820847
15,0.05235555938964666,188,0.741042345
15,0.05006696856910727,189,0.519543974
15,0.051609030318320336,190,0.664495114
15,0.047488995996083944,191,0.294788274
15,0.05222048969701169,192,0.747557003
15,0.04855766286506251,193,0.40228013
15,0.05102682270415277,194,0.374592834
15,0.04841302920857802,195,0.30781759
15,0.04976806897479427,196,0.496742671
15,0.04934199059296143,397,0.5
15,0.05150426491662338,398,0.687296417
15,0.05374502412837247,399,0.5
15,0.055077367457923604,400,0.5
15,0.05258786014534026,401,0.5
15,0.05373328727836564,402,0.5
15,0.053902081727673926,403,0.5
15,0.05407662522408071,404,0.5
15,0.05385382618696641,405,0.5
15,0.05345583529738342,406,0.5
15,0.05427776026175975,407,0.5
15,0.049077639543148054,408,0.408794788
15,0.05083480042840435,409,0.5
15,0.053341406377286654,410,0.5
15,0.05226865998093438,411,0.5
15,0.05600946953078494,412,0.638436482
15,0.0558960013748224,413,0.591205212
15,0.049488105836574495,414,0.557003257
15,0.054387513803745687,415,0.5
15,0.048830984121524666,416,0.470684039
15,0.05386671621225298,417,0.5
15,0.050216911590419404,418,0.618892508
15,0.05411429501350939,419,0.5
15,0.05289774706310679,420,0.48534202
15,0.05197683060896639,421,0.473941368
15,0.054514048103881003,447,0.931596091
15,0.05420194313710167,448,0.95276873
15,0.054601053106276214,449,0.964169381
15,0.047509530697796024,450,0.5
15,0.049776148039664785,451,0.5
15,0.04730799130526877,452,0.5
15,0.048598168883862335,453,0.5
15,0.049047962401313185,454,0.5
15,0.050109274168146554,455,0.688925081
15,0.04754187994083747,456,0.5
15,0.047143684159988916,457,0.5
15,0.053314654185801565,458,0.938110749
15,0.05488212695763525,459,0.956026059
15,0.05391441242245186,460,0.949511401
15,0.054268110349723585,461,0.947882736
15,0.05288815045323062,462,0.942996743
15,0.05303846412070513,463,0.7752443
15,0.054253272786852526,464,0.929967427
15,0.05278003767822948,465,0.776872964
15,0.053445190322261006,466,0.970684039
15,0.052875643919387885,467,0.794788274
15,0.05467128260471789,468,0.938110749
15,0.05390872321924791,469,0.928338762
15,0.05315208015933408,470,0.908794788
15,0.05426047847310303,471,0.95276873
15,0.05345741794227632,747,0.519543974
15,0.05297612215546023,748,0.498371336
15,0.052904336972180395,749,0.513029316
15,0.048673498010129275,750,0.5
15,0.048493690549519027,751,0.5
15,0.04546987747958369,752,0.5
15,0.04954193274099055,753,0.5
15,0.0495229769031796,754,0.5
15,0.046402029568119244,755,0.535830619
15,0.05033743210789466,756,0.465798046
15,0.05003717284192162,757,0.5
15,0.051960527251270955,758,0.589576547
15,0.05402817584431372,759,0.543973941
15,0.05467431439497352,760,0.553745928
15,0.054845774775781925,761,0.589576547
15,0.054000535822306656,762,0.615635179
15,0.05242869310090535,763,0.664495114
15,0.05389698159841064,764,0.529315961
15,0.05100675583667276,765,0.625407166
15,0.054103609537267866,766,0.558631922
15,0.05192731235060423,767,0.600977199
15,0.05385052590566489,768,0.615635179
15,0.050790366147565276,769,0.465798046
15,0.05083474096527384,770,0.504885993
15,0.05295441380560214,771,0.53257329
15,0.052112628542177526,922,0.728013029
15,0.050776476045539046,923,0.63029316
15,0.05116292891989618,924,0.672638436
15,0.04956807492205755,925,0.5
15,0.04822931253258152,926,0.5
15,0.05210010959227999,927,0.498371336
15,0.05048499442786448,928,0.486970684
15,0.050432610918284757,929,0.5
15,0.04964972782368879,930,0.486970684
15,0.0441806801562757,931,0.40228013
15,0.04649175870400173,932,0.5
15,0.04996410361990537,933,0.503257329
15,0.04882424231535762,934,0.509771987
15,0.052394172118325,935,0.700325733
15,0.05175235538999466,936,0.762214984
15,0.04954111069151303,937,0.527687296
15,0.04564863623531926,938,0.231270358
15,0.049142867395076104,939,0.524429967
15,0.046658847166385284,940,0.288273616
15,0.051486786062378935,941,0.667752443
15,0.046468833309147244,942,0.276872964
15,0.050267804938883484,943,0.693811075
15,0.04909263898061375,944,0.622149837
15,0.050190049996076055,945,0.672638436
15,0.050524727886071555,946,0.522801303
15,0.0543441741557015,1272,0.53257329
15,0.0536348227682508,1273,0.509771987
15,0.05258715748727902,1274,0.314332248
15,0.054980201955499325,1275,0.5
15,0.056206983266243564,1276,0.5
15,0.056454998576808794,1277,0.5
15,0.05353539665918612,1278,0.5
15,0.05422904109329915,1279,0.5
15,0.05481671282893854,1280,0.5
15,0.052844950284981124,1281,0.5
15,0.05266667658791653,1282,0.5
15,0.04961674453121629,1283,0.5
15,0.0508355170400949,1284,0.578175896
15,0.05205865114200022,1285,0.407166124
15,0.0531536411987384,1286,0.498371336
15,0.05303899116301199,1287,0.5
15,0.05596925804544127,1288,0.5
15,0.05194768722434863,1289,0.5
15,0.054438668916519904,1290,0.5
15,0.05075485441160506,1291,0.469055375
15,0.05427144610827849,1292,0.486970684
15,0.051514709890774925,1293,0.5
15,0.05456393952568491,1294,0.5
15,0.054830700621079705,1295,0.5
15,0.05307284828749592,1296,0.5
17,0.059407308073943475,472,0.333333333
17,0.05802359347061193,473,0.333333333
17,0.05803833109726733,474,0.333333333
17,0.05994828674082801,475,0.333333333
17,0.061380450609267646,476,0.364453665
17,0.0670602214264766,477,0.333333333
17,0.05967991044420058,478,0.350276625
17,0.06545782798946606,479,0.415629322
17,0.059129237774666644,480,0.335408022
17,0.055351305076948396,481,0.286652835
17,0.056500427676055384,482,0.335408022
17,0.05822200916727866,483,0.336099585
17,0.0556569280511056,484,0.381396957
17,0.05802359347061193,485,0.333333333
17,0.058894980859187034,486,0.328838174
17,0.05801304911949922,487,0.346818811
17,0.05802359347061193,488,0.333333333
17,0.05795405871540677,489,0.333333333
17,0.06112817486311826,490,0.38208852
17,0.05802359347061193,491,0.333333333
17,0.05416155021621663,492,0.333333333
17,0.05802359347061193,493,0.333333333
17,0.09932208028683354,494,0.553250346
17,0.06136454604829865,495,0.336099585
17,0.058008245772790144,496,0.333333333
17,0.05802359347061193,497,0.333333333
17,0.05802359347061193,498,0.333333333
17,0.05802359347061193,499,0.333333333
17,0.05804143494688387,500,0.333333333
17,0.057352832911498355,501,0.333333333
17,0.05809257102263165,502,0.334370678
17,0.058477860076211204,503,0.333333333
17,0.05811178550221174,504,0.333333333
17,0.058251831803386174,505,0.333333333
17,0.058023949739929664,506,0.333333333
17,0.05808396894773049,507,0.333333333
17,0.05802359347061193,508,0.333333333
17,0.05802359347061193,509,0.333333333
17,0.05802359347061193,510,0.333333333
17,0.05802359347061193,511,0.333333333
17,0.05802359347061193,512,0.333333333
17,0.05802359347061193,513,0.333333333
17,0.05802359347061193,514,0.333333333
17,0.05802359347061193,515,0.333333333
17,0.05802359347061193,516,0.333333333
17,0.05802359347061193,517,0.333333333
17,0.05802359347061193,518,0.333333333
17,0.05802359347061193,519,0.333333333
17,0.05802359347061193,520,0.333333333
17,0.05802359347061193,521,0.333333333
17,0.06518217878713149,597,0.333333333
17,0.0623047980123274,598,0.352697095
17,0.06837188983947315,599,0.371715076
17,0.1134926970217163,600,0.677385892
17,0.09411027724187185,601,0.502074689
17,0.1155049136274128,602,0.699515906
17,0.0897423054663351,603,0.39626556
17,0.08024740651010213,604,0.382434302
17,0.08897395020556038,605,0.333333333
17,0.08832858576052996,606,0.333333333
17,0.08806634356567912,607,0.352005533
17,0.057388492180139326,608,0.30428769
17,0.06306435143704153,609,0.31120332
17,0.07051284890314662,610,0.384163209
17,0.06923663034364698,611,0.338520055
17,0.06434643896831617,612,0.298063624
17,0.09890275356035572,613,0.491701245
17,0.060696294972304256,614,0.321922545
17,0.08591475975872169,615,0.421161826
17,0.0640105076618017,616,0.389004149
17,0.08900193794759913,617,0.335062241
17,0.062457607274759346,618,0.326071923
17,0.10344718122891197,619,0.64626556
17,0.09691121971616902,620,0.522475795
17,0.06050026056082054,621,0.25242047
17,0.09730133812222323,1372,0.93153527
17,0.08784115299210273,1373,0.782157676
17,0.0977187011046843,1374,0.934301521
17,0.1146800679544007,1375,0.970954357
17,0.1103215016273009,1376,0.978907331
17,0.10133282828530668,1377,0.995504841
17,0.11561475961219365,1378,0.977178423
17,0.11655609221676393,1379,0.968188105
17,0.10723300316912185,1380,0.973720609
17,0.11317197410402342,1381,0.978907331
17,0.11688570422317897,1382,0.97406639
17,0.06305563759768731,1383,0.425311203
17,0.09641027671363173,1384,0.925311203
17,0.10236126595599862,1385,0.98824343
17,0.10035274233544461,1386,0.991355463
17,0.09296311375053354,1387,0.926694329
17,0.10225826482662506,1388,0.967150761
17,0.06797856831236043,1389,0.482019364
17,0.1028560088276468,1390,0.976141079
17,0.059723550748408336,1391,0.344052559
17,0.10480999572081785,1392,0.971991701
17,0.07522518742052169,1393,0.645919779
17,0.10554150225069207,1394,0.980636238
17,0.10776626232992115,1395,0.983056708
17,0.09583485522640596,1396,0.883471646
32,0.04419715885503265,122,0.892595575
32,0.044811339804409094,123,0.864970241
32,0.05110335961876524,124,0.911541295
32,0.018768598460392933,125,0.2
32,0.01773697621955662,126,0.2
32,0.023147610289045783,127,0.2
32,0.011586480902684623,128,0.208291765
32,0.013154035483466086,129,0.2
32,0.013981473653551298,130,0.252362144
32,0.020341626624294746,131,0.229504234
32,0.017808688378670813,132,0.20104712
32,0.037305738069641964,133,0.854767854
32,0.037358081213338085,134,0.848400542
32,0.040144645008214484,135,0.88732791
32,0.04283885844257318,136,0.90388069
32,0.042590417993088714,137,0.873604317
32,0.023639656039819424,138,0.412865199
32,0.0376443328335988,139,0.881458987
32,0.022340228711049657,140,0.379180971
32,0.038046898992522685,141,0.884183164
32,0.026947136955292033,142,0.330249726
32,0.039943999209471566,143,0.898462597
32,0.06514995065703304,144,0.770258367
32,0.06310994774929451,145,0.738534281
32,0.03895264194578214,146,0.878776262
32,0.01676126406567973,272,0.183658713
32,0.015390837204369753,273,0.18115996
32,0.015766024850219724,274,0.18976886
32,0.01626521998126774,275,0.200609756
32,0.018813825076865978,276,0.2
32,0.026718916771625578,277,0.2
32,0.01428823270943084,278,0.2
32,0.01900656245488879,279,0.2
32,0.022971805326972402,280,0.2
32,0.01727021731309575,281,0.199991996
32,0.016539005556845374,282,0.2
32,0.015625761743366443,283,0.132291447
32,0.01506711304168262,284,0.170972914
32,0.01760910764262128,285,0.145098579
32,0.018430537416336566,286,0.176705677
32,0.018748524188360337,287,0.196493196
32,0.017530906070784332,288,0.202079068
32,0.014023078939142142,289,0.127619189
32,0.017534977961066536,290,0.202216606
32,0.015219542721299884,291,0.124007148
32,0.017507472555074236,292,0.201287544
32,0.015909862733035882,293,0.20333063
32,0.020680657813873873,294,0.199597498
32,0.016295903952609037,295,0.196833902
32,0.016420807997604463,296,0.181890784
32,0.04642160136519659,772,0.853900474
32,0.04884843340084021,773,0.894472147
32,0.04628828104415943,774,0.879860107
32,0.019074531651893954,775,0.2
32,0.013375719359962826,776,0.2
32,0.06344540702770442,777,0.2
32,0.012863047197012156,778,0.202432641
32,0.0155545416700275,779,0.2
32,0.01629632365873002,780,0.2
32,0.022510196296274654,781,0.227119713
32,0.013417797509367209,782,0.2
32,0.03632137208498725,783,0.842209507
32,0.03724095549614757,784,0.840659918
32,0.049230801255735486,785,0.85524705
32,0.04054976698521086,786,0.867161508
32,0.03827974512106014,787,0.835792028
32,0.020869021064918572,788,0.32105343
32,0.037026869926486315,789,0.861593845
32,0.02247110477975197,790,0.355550619
32,0.032147364665898376,791,0.836228999
32,0.022170158021462757,792,0.280476455
32,0.038736079606246795,793,0.873608508
32,0.058482273887113724,794,0.689401976
32,0.06256652058089306,795,0.678070346
32,0.0364366093894217,796,0.852066461
32,0.04226903125165576,872,0.88841991
32,0.04777853793355329,873,0.900705039
32,0.0483703483926193,874,0.911984229
32,0.023375742423977674,875,0.2
32,0.01707049142376459,876,0.2
32,0.0659587521046857,877,0.2
32,0.013402205003262313,878,0.214385917
32,0.017840524398889793,879,0.2
32,0.01567786929505224,880,0.2
32,0.01688324917496028,881,0.2592602
32,0.015812615164381424,882,0.2
32,0.038034834468124515,883,0.889212393
32,0.03705273633242426,884,0.862720077
32,0.04743776183162483,885,0.923342441
32,0.04016530710948345,886,0.902065822
32,0.03646725863937187,887,0.849965626
32,0.01918387758055369,888,0.378219362
32,0.03896797117482637,889,0.926168092
32,0.02297129123509067,890,0.359788392
32,0.03879832418550007,891,0.892886681
32,0.026818775714897616,892,0.390309695
32,0.0411673498618969,893,0.905209009
32,0.06578078956368667,894,0.753996183
32,0.06412844655445604,895,0.738446402
32,0.037876623032928186,896,0.903441531
35,0.04983817226888975,572,0.422439024
35,0.08059061580868905,573,0.686829268
35,0.05867633009175477,574,0.518292683
35,0.05402611647514489,575,0.475609756
35,0.050390320730695874,576,0.41195122
35,0.11834921406420446,577,0.987804878
35,0.06994044574977447,578,0.648536585
35,0.04046842200129565,579,0.365365854
35,0.06793820186762914,580,0.584878049
35,0.05007484188420178,581,0.450487805
35,0.08124996424994298,582,0.684878049
35,0.05724384149360436,583,0.5
35,0.05724384149360436,584,0.5
35,0.06481608517120449,585,0.550243902
35,0.06214443016839262,586,0.550243902
35,0.059729201258260686,587,0.510731707
35,0.04828957043527498,588,0.388780488
35,0.05724384149360436,589,0.5
35,0.054615934058729554,590,0.469512195
35,0.057025884814818524,591,0.5
35,0.06699284469430751,592,0.520731707
35,0.059522287032606584,593,0.565121951
35,0.0855812562407919,594,0.713902439
35,0.08549365535569668,595,0.747804878
35,0.058221303651542905,596,0.512195122
35,0.049651449561889605,947,0.442926829
35,0.06672519139823058,948,0.603658537
35,0.059318965352273864,949,0.518292683
35,0.07624856734782709,950,0.650731707
35,0.06914382797008531,951,0.639756098
35,0.07397500761156733,952,0.66
35,0.054945482802106066,953,0.472682927
35,0.0648417192249167,954,0.598536585
35,0.0590749469730786,955,0.479756098
35,0.08438803718845263,956,0.720731707
35,0.056191648750443954,957,0.489512195
35,0.05974755740213857,958,0.52
35,0.06244999539364141,959,0.559756098
35,0.06522905031556864,960,0.557317073
35,0.06176885577953681,961,0.543658537
35,0.04931848558423648,962,0.399756098
35,0.05867729463155228,963,0.547560976
35,0.05724384149360436,964,0.5
35,0.05655962350984193,965,0.493902439
35,0.05724384149360436,966,0.5
35,0.05724384149360436,967,0.5
35,0.05881955618531876,968,0.52
35,0.05724384149360436,969,0.5
35,0.05747303312608129,970,0.5
35,0.05773257252811046,971,0.506097561
35,0.08304702738487665,1572,0.754390244
35,0.09115367112755424,1573,0.795365854
35,0.09798403598729359,1574,0.85804878
35,0.12062537386429666,1575,0.975609756
35,0.12132082671282385,1576,0.981707317
35,0.11968949442960145,1577,0.969512195
35,0.12109163516927325,1578,0.981707317
35,0.1213320615775886,1579,0.981707317
35,0.1181216578668361,1580,0.955609756
35,0.1182194150917559,1581,0.961707317
35,0.11757223111537284,1582,0.937317073
