model,dataset,groundtruth_f1_score,f1_score
352,93,0.714285714,0.4877659584666667
354,93,0.714285714,0.4786844311333334
355,93,0.625,0.49835779746666664
356,93,0.714285714,0.5069763776666667
357,93,0.625,0.49057723500000006
358,93,0.714285714,0.49789485033333336
375,93,0.666666667,0.46821626720000004
376,93,0.714285714,0.48531028426666667
377,93,0.666666667,0.4590934602000001
378,93,0.714285714,0.47556369566666673
380,93,0.909090909,0.4258201058666667
381,93,0.909090909,0.42102707753333335
382,93,0.909090909,0.4153127918
383,93,0.666666667,0.4084819233333334
384,93,0.769230769,0.4766381766666667
385,93,0.666666667,0.39247380293333334
386,93,0.769230769,0.4589880054666667
403,93,0.476190476,0.3890692696666668
404,93,0.666666667,0.4579509723333334
405,93,0.476190476,0.38310739506666674
406,93,0.666666667,0.45169366240000003
407,93,0.666666667,0.44821219713333343
408,93,0.714285714,0.47687505480000003
409,93,0.666666667,0.4389724310666667
410,93,0.714285714,0.46696793406666676
412,93,0.909090909,0.496954527
414,93,0.909090909,0.4864472129333333
432,93,0.714285714,0.447610202
434,93,0.714285714,0.4453127918666668
435,93,0.526315789,0.42702704700000005
436,93,0.714285714,0.46682062120000006
437,93,0.526315789,0.4239930279333333
438,93,0.714285714,0.4645232110666668
439,93,0.666666667,0.400068119
440,93,0.714285714,0.4108688388
441,93,0.666666667,0.39082835293333335
442,93,0.714285714,0.40096171806666675
459,93,0.909090909,0.4308201058666667
460,93,0.909090909,0.4258201058666667
461,93,0.909090909,0.42102707753333335
462,93,0.909090909,0.4153127918
464,93,0.5,0.43818394033333335
466,93,0.5,0.43611111120000007
467,93,0.352941176,0.3671139971333333
468,93,0.5,0.43818394033333335
469,93,0.352941176,0.36561175666666673
470,93,0.5,0.43611111120000007
487,93,0.5,0.46351181500000005
488,93,0.545454545,0.4775583240666667
489,93,0.5,0.4577975292666668
490,93,0.545454545,0.4709649174666667
491,93,0.666666667,0.4780112045333334
492,93,0.666666667,0.4807329272
493,93,0.666666667,0.4766925232
494,93,0.666666667,0.4741395206
495,93,0.333333333,0.4308539218666667
496,93,0.461538462,0.4746377697333334
497,93,0.333333333,0.42450471553333335
498,93,0.461538462,0.46574888080000004
515,93,0.461538462,0.48174543326666674
516,93,0.5,0.4883327348666667
517,93,0.461538462,0.47603114753333337
518,93,0.5,0.48173932826666666
519,93,0.461538462,0.40423220573333335
520,93,0.5,0.40642390293333336
521,93,0.461538462,0.39851792
522,93,0.5,0.39983049633333334
523,93,0.666666667,0.4780112045333334
524,93,0.666666667,0.4807329272
525,93,0.666666667,0.4722969188
526,93,0.666666667,0.4741395206
289,93,0.6,0.3532756132666667
338,93,0.526315789,0.7133910715333334
374,93,0.588235294,0.8460015129999999
391,93,0.714285714,0.6877399306666667
392,93,0.769230769,0.8197753118000002
427,93,0.909090909,0.8546288526000001
428,93,0.909090909,0.8824701224666668
445,93,0.909090909,0.7081633381333333
446,93,0.909090909,0.8081127694666667
481,93,0.428571429,0.659570016
482,93,0.545454545,0.7171565036000002
499,93,0.352941176,0.6135232017999999
500,93,0.461538462,0.7509462759333333
340,93,0.555555556,0.7289611849333333
342,93,0.555555556,0.7119677346
359,93,0.666666667,0.42120092853333335
360,93,0.714285714,0.6221589566666667
361,93,0.666666667,0.4054287943333333
362,93,0.714285714,0.6010469122666665
387,93,0.666666667,0.6365842748000001
400,93,0.625,0.8082204396666666
402,93,0.625,0.7815750382
419,93,0.666666667,0.49072115680000006
420,93,0.769230769,0.6554755920666666
421,93,0.666666667,0.46938615846666665
422,93,0.769230769,0.6471240316666665
479,93,0.428571429,0.6793562336666665
480,93,0.545454545,0.7282920347333335
501,93,0.352941176,0.5926989189333334
502,93,0.461538462,0.7307498056666667
336,93,0.526315789,0.7286990279333333
447,93,0.666666667,0.7194731486666666
429,93,0.909090909,0.8257216051333334
449,93,0.666666667,0.6913426098666666
471,93,0.461538462,0.5475654829333334
473,93,0.461538462,0.5287236468000001
311,93,0.6,0.7131233617999999
313,93,0.6,0.7048176730666665
393,93,0.714285714,0.6709152783333333
475,93,0.666666667,0.620238877
343,93,0.625,0.8280191514666666
366,93,0.909090909,0.7154842960666665
370,93,0.588235294,0.7538339111333331
397,93,0.909090909,0.7985076567333333
398,93,0.909090909,0.8461227224666668
416,93,0.769230769,0.7269170791333333
418,93,0.769230769,0.7153737158666665
444,93,0.909090909,0.8437249786666666
448,93,0.769230769,0.8403916453333333
450,93,0.769230769,0.8090529404000001
452,93,0.769230769,0.8475650275333334
454,93,0.769230769,0.8213545277333334
455,93,0.714285714,0.9071872572
456,93,0.769230769,0.9078710178666668
457,93,0.714285714,0.8782800097333332
458,93,0.769230769,0.8782494846666666
478,93,0.666666667,0.7537432065999999
484,93,0.545454545,0.8753194517333334
486,93,0.545454545,0.8553261117333334
451,93,0.666666667,0.7816401045333333
483,93,0.428571429,0.8675916239999999
503,93,0.428571429,0.6832584477999999
505,93,0.428571429,0.6660812728000001
346,93,0.666666667,0.8462235923333332
395,93,0.909090909,0.8175266346000001
426,93,0.769230769,0.7697953027333334
430,93,0.909090909,0.8552295416666666
504,93,0.461538462,0.8177411478000001
506,93,0.461538462,0.7954415518666667
368,93,0.555555556,0.7613284582
507,93,0.666666667,0.7551337241333334
509,93,0.666666667,0.7378627690000001
508,93,0.666666667,0.8267047331333334
510,93,0.666666667,0.804160937
511,93,0.461538462,0.8637821002
513,93,0.461538462,0.839588516
344,93,0.666666667,0.8734942943333334
372,93,0.588235294,0.8642801642666667
334,93,1.0,0.705794255
390,93,0.769230769,0.7855171298
364,93,0.909090909,0.7266195105999999
396,93,0.909090909,0.8650423758666667
443,93,0.909090909,0.7378858470666666
474,93,0.5,0.7145496659999999
476,93,0.666666667,0.7539676554000001
512,93,0.5,0.8725977290666667
514,93,0.5,0.8468901033333333
472,93,0.5,0.7183346438666667
331,93,1.0,0.46764387206666663
333,93,1.0,0.4631073212
388,93,0.769230769,0.8163565083333335
332,93,1.0,0.7202790365333335
394,93,0.769230769,0.7997417940666666
312,93,0.666666667,0.7972322339999999
314,93,0.666666667,0.7846121651333332
424,93,0.769230769,0.7848447413333334
317,93,1.0,0.975732111
318,93,1.0,0.9424252327333333
315,93,1.0,1.0
316,93,1.0,0.9688854489333334
585,146,0.3,0.5381788919244899
367,146,0.588235294,0.6234603666
369,146,0.5,0.6133307131333334
415,146,0.303030303,0.54503037
371,146,0.909090909,0.7981966289999999
399,146,0.909090909,0.7471269254
401,146,0.8,0.7212717348000001
389,146,0.380952381,0.6110045464666667
477,146,0.307692308,0.6093115917333335
373,146,0.8,0.7799841692666667
453,146,0.615384615,0.7608032272666667
485,146,0.8,0.8427631191333333
589,146,0.315789474,0.5562959015911564
308,146,0.428571429,0.42610712486666663
310,146,0.384615385,0.41546360359999995
423,146,0.666666667,0.6949607077333333
425,146,0.571428571,0.6791676841333333
345,146,0.909090909,0.8024547227333333
341,146,0.555555556,0.5725832183333334
555,146,0.5,0.6979262014619044
556,146,0.615384615,0.7763466371285711
557,146,0.375,0.6784648783952378
558,146,0.5,0.7653798261285713
564,146,0.666666667,0.7729603937285713
566,146,0.545454545,0.766842067595238
568,146,0.8,0.8122485130619047
570,146,0.666666667,0.7979050787285714
338,146,0.5,0.7133910715333334
374,146,0.8,0.8460015129999999
391,146,0.476190476,0.6877399306666667
392,146,0.625,0.8197753118000002
427,146,0.909090909,0.8546288526000001
428,146,0.909090909,0.8824701224666668
445,146,0.444444444,0.7081633381333333
446,146,0.615384615,0.8081127694666667
481,146,0.571428571,0.659570016
482,146,0.615384615,0.7171565036000002
499,146,0.555555556,0.6135232017999999
500,146,0.666666667,0.7509462759333333
535,146,0.571428571,0.7108393666619046
536,146,0.615384615,0.7413460821285713
339,146,0.631578947,0.5863828682
340,146,0.75,0.7289611849333333
342,146,0.666666667,0.7119677346
360,146,0.476190476,0.6221589566666667
362,146,0.421052632,0.6010469122666665
387,146,0.476190476,0.6365842748000001
400,146,0.909090909,0.8082204396666666
402,146,0.8,0.7815750382
419,146,0.344827586,0.49072115680000006
420,146,0.666666667,0.6554755920666666
422,146,0.571428571,0.6471240316666665
479,146,0.666666667,0.6793562336666665
480,146,0.714285714,0.7282920347333335
501,146,0.444444444,0.5926989189333334
502,146,0.571428571,0.7307498056666667
539,146,0.8,0.7419798927952379
540,146,0.8,0.7296722004619045
541,146,0.666666667,0.7276364584619046
542,146,0.666666667,0.7219221727285713
559,146,0.5,0.6160173695285712
560,146,0.615384615,0.6944378051952379
561,146,0.375,0.6020261319285714
562,146,0.5,0.6883194790619047
641,146,0.333333333,0.5758775353244897
527,146,0.347826087,0.5485416244619048
336,146,0.571428571,0.7286990279333333
645,146,0.352941176,0.5948317837244897
447,146,0.555555556,0.7194731486666666
429,146,0.8,0.8257216051333334
531,146,0.363636364,0.5666989259285714
449,146,0.444444444,0.6913426098666666
471,146,0.37037037,0.5475654829333334
311,146,0.6,0.7131233617999999
313,146,0.526315789,0.7048176730666665
393,146,0.380952381,0.6709152783333333
475,146,0.384615385,0.620238877
343,146,1.0,0.8280191514666666
583,146,0.4,0.5508773045911565
613,146,0.4,0.6535259423911562
617,146,0.4,0.6593867482578231
366,146,0.470588235,0.7154842960666665
370,146,0.571428571,0.7538339111333331
397,146,0.533333333,0.7985076567333333
398,146,0.615384615,0.8461227224666668
416,146,0.625,0.7269170791333333
418,146,0.5,0.7153737158666665
444,146,0.714285714,0.8437249786666666
448,146,0.714285714,0.8403916453333333
450,146,0.615384615,0.8090529404000001
452,146,0.769230769,0.8475650275333334
454,146,0.666666667,0.8213545277333334
455,146,0.909090909,0.9071872572
456,146,0.909090909,0.9078710178666668
457,146,0.8,0.8782800097333332
458,146,0.8,0.8782494846666666
478,146,0.533333333,0.7537432065999999
484,146,0.909090909,0.8753194517333334
486,146,0.8,0.8553261117333334
528,146,0.615384615,0.6787311916619047
530,146,0.5,0.6841064699285712
532,146,0.615384615,0.6865789973952379
534,146,0.5,0.6894239302619045
537,146,0.461538462,0.7019260577285712
538,146,0.5,0.7393147801952381
563,146,0.615384615,0.720145757395238
565,146,0.5,0.7134521242619046
567,146,0.8,0.8087187095285714
569,146,0.666666667,0.7943752751952379
451,146,0.714285714,0.7816401045333333
483,146,0.909090909,0.8675916239999999
503,146,0.555555556,0.6832584477999999
505,146,0.444444444,0.6660812728000001
587,146,0.421052632,0.5654576949911565
346,146,0.909090909,0.8462235923333332
395,146,0.625,0.8175266346000001
669,146,0.428571429,0.6720973709244898
673,146,0.428571429,0.6789349778578232
426,146,0.615384615,0.7697953027333334
430,146,0.8,0.8552295416666666
504,146,0.666666667,0.8177411478000001
506,146,0.571428571,0.7954415518666667
368,146,0.666666667,0.7613284582
507,146,0.714285714,0.7551337241333334
509,146,0.615384615,0.7378627690000001
639,146,0.444444444,0.5848948499244898
508,146,0.769230769,0.8267047331333334
510,146,0.666666667,0.804160937
511,146,0.909090909,0.8637821002
513,146,0.8,0.839588516
649,146,0.461538462,0.6861388850578231
344,146,1.0,0.8734942943333334
372,146,0.909090909,0.8642801642666667
643,146,0.470588235,0.6016400625911564
334,146,0.476190476,0.705794255
390,146,0.533333333,0.7855171298
364,146,0.526315789,0.7266195105999999
396,146,0.714285714,0.8650423758666667
443,146,0.555555556,0.7378858470666666
474,146,0.533333333,0.7145496659999999
476,146,0.625,0.7539676554000001
512,146,0.909090909,0.8725977290666667
514,146,0.8,0.8468901033333333
472,146,0.625,0.7183346438666667
388,146,0.625,0.8163565083333335
586,146,0.5,0.6688495077911564
590,146,0.5,0.6751987141911563
593,146,0.5,0.6793867482578231
677,146,0.5,0.708702987657823
332,146,0.52173913,0.7202790365333335
584,146,0.615384615,0.6649667239244897
394,146,0.533333333,0.7997417940666666
611,146,0.533333333,0.6762365651244896
615,146,0.533333333,0.6762365651244896
312,146,0.705882353,0.7972322339999999
314,146,0.625,0.7846121651333332
594,146,0.545454545,0.7066095255911564
614,146,0.545454545,0.7192968381244896
618,146,0.545454545,0.7241453229911563
621,146,0.545454545,0.700521169457823
642,146,0.545454545,0.680249219257823
646,146,0.545454545,0.6836680227244896
650,146,0.545454545,0.7066095255911564
424,146,0.714285714,0.7848447413333334
317,146,0.909090909,0.975732111
318,146,0.909090909,0.9424252327333333
591,146,0.615384615,0.6885442573911563
647,146,0.571428571,0.6989593978578231
588,146,0.615384615,0.6686297275911564
667,146,0.571428571,0.6968836957244897
671,146,0.571428571,0.6968836957244897
640,146,0.666666667,0.676328140257823
644,146,0.666666667,0.679105918057823
622,146,0.6,0.7321262309911564
670,146,0.6,0.7243473431911565
674,146,0.6,0.7291958280578231
678,146,0.6,0.7321262309911564
675,146,0.615384615,0.7211816201244897
592,146,0.666666667,0.7088739277911563
648,146,0.666666667,0.7122927312578231
315,146,1.0,1.0
316,146,1.0,0.9688854489333334
619,146,0.666666667,0.710155979057823
597,146,0.666666667,0.7657711047244896
598,146,0.666666667,0.7600568189911563
612,146,0.666666667,0.7334382522578231
616,146,0.666666667,0.7334382522578231
625,146,0.666666667,0.7657711047244896
626,146,0.666666667,0.7600568189911563
653,146,0.666666667,0.7657711047244896
654,146,0.666666667,0.7600568189911563
681,146,0.666666667,0.7657711047244896
682,146,0.666666667,0.7600568189911563
620,146,0.727272727,0.7414191602578231
668,146,0.727272727,0.7414191602578231
672,146,0.727272727,0.7414191602578231
676,146,0.727272727,0.7448379637244896
596,146,0.8,0.7678068467244896
624,146,0.8,0.7744002533244897
652,146,0.8,0.7678068467244896
680,146,0.8,0.7744002533244897
595,146,0.8,0.780114539057823
623,146,0.8,0.780114539057823
651,146,0.8,0.780114539057823
679,146,0.8,0.780114539057823
585,161,0.454545455,0.5381788919244899
363,161,0.3,0.5448195235333333
367,161,0.705882353,0.6234603666
369,161,0.705882353,0.6133307131333334
415,161,0.363636364,0.54503037
335,161,0.304347826,0.44353575666666667
337,161,0.304347826,0.4341233008666666
371,161,0.923076923,0.7981966289999999
399,161,0.923076923,0.7471269254
401,161,0.923076923,0.7212717348000001
389,161,0.545454545,0.6110045464666667
477,161,0.545454545,0.6093115917333335
365,161,0.307692308,0.5297283221333333
373,161,0.923076923,0.7799841692666667
417,161,0.363636364,0.5164146746666667
453,161,0.8,0.7608032272666667
485,161,0.923076923,0.8427631191333333
589,161,0.5,0.5562959015911564
308,161,0.482758621,0.42610712486666663
310,161,0.5,0.41546360359999995
423,161,0.8,0.6949607077333333
425,161,0.8,0.6791676841333333
345,161,1.0,0.8024547227333333
341,161,0.777777778,0.5725832183333334
555,161,0.625,0.6979262014619044
556,161,0.833333333,0.7763466371285711
557,161,0.625,0.6784648783952378
558,161,0.833333333,0.7653798261285713
564,161,0.833333333,0.7729603937285713
566,161,0.833333333,0.766842067595238
568,161,0.833333333,0.8122485130619047
570,161,0.833333333,0.7979050787285714
338,161,0.636363636,0.7133910715333334
374,161,0.923076923,0.8460015129999999
391,161,0.571428571,0.6877399306666667
392,161,0.8,0.8197753118000002
427,161,0.923076923,0.8546288526000001
428,161,0.923076923,0.8824701224666668
445,161,0.705882353,0.7081633381333333
446,161,0.923076923,0.8081127694666667
481,161,0.8,0.659570016
482,161,0.923076923,0.7171565036000002
499,161,0.705882353,0.6135232017999999
500,161,0.923076923,0.7509462759333333
535,161,0.714285714,0.7108393666619046
536,161,0.833333333,0.7413460821285713
339,161,0.777777778,0.5863828682
340,161,0.875,0.7289611849333333
342,161,0.875,0.7119677346
360,161,0.666666667,0.6221589566666667
362,161,0.666666667,0.6010469122666665
387,161,0.545454545,0.6365842748000001
400,161,0.923076923,0.8082204396666666
402,161,0.923076923,0.7815750382
419,161,0.413793103,0.49072115680000006
420,161,0.705882353,0.6554755920666666
421,161,0.444444444,0.46938615846666665
422,161,0.75,0.6471240316666665
479,161,0.8,0.6793562336666665
480,161,0.923076923,0.7282920347333335
501,161,0.705882353,0.5926989189333334
502,161,0.923076923,0.7307498056666667
539,161,0.833333333,0.7419798927952379
540,161,0.833333333,0.7296722004619045
541,161,0.833333333,0.7276364584619046
542,161,0.833333333,0.7219221727285713
559,161,0.625,0.6160173695285712
560,161,0.833333333,0.6944378051952379
561,161,0.625,0.6020261319285714
562,161,0.833333333,0.6883194790619047
641,161,0.526315789,0.5758775353244897
527,161,0.434782609,0.5485416244619048
529,161,0.454545455,0.5358066491952381
336,161,0.636363636,0.7286990279333333
645,161,0.555555556,0.5948317837244897
447,161,0.705882353,0.7194731486666666
429,161,0.923076923,0.8257216051333334
531,161,0.434782609,0.5666989259285714
449,161,0.705882353,0.6913426098666666
471,161,0.428571429,0.5475654829333334
473,161,0.444444444,0.5287236468000001
311,161,0.777777778,0.7131233617999999
313,161,0.777777778,0.7048176730666665
393,161,0.571428571,0.6709152783333333
475,161,0.52173913,0.620238877
343,161,1.0,0.8280191514666666
583,161,0.454545455,0.5508773045911565
613,161,0.666666667,0.6535259423911562
617,161,0.666666667,0.6593867482578231
366,161,0.666666667,0.7154842960666665
370,161,0.8,0.7538339111333331
397,161,0.705882353,0.7985076567333333
398,161,0.8,0.8461227224666668
416,161,0.631578947,0.7269170791333333
418,161,0.666666667,0.7153737158666665
444,161,0.923076923,0.8437249786666666
448,161,0.923076923,0.8403916453333333
450,161,0.923076923,0.8090529404000001
452,161,0.923076923,0.8475650275333334
454,161,0.923076923,0.8213545277333334
455,161,0.923076923,0.9071872572
456,161,0.923076923,0.9078710178666668
457,161,0.923076923,0.8782800097333332
458,161,0.923076923,0.8782494846666666
478,161,0.857142857,0.7537432065999999
484,161,0.923076923,0.8753194517333334
486,161,0.923076923,0.8553261117333334
528,161,0.769230769,0.6787311916619047
530,161,0.769230769,0.6841064699285712
532,161,0.769230769,0.6865789973952379
534,161,0.769230769,0.6894239302619045
537,161,0.714285714,0.7019260577285712
538,161,0.833333333,0.7393147801952381
563,161,0.714285714,0.720145757395238
565,161,0.714285714,0.7134521242619046
567,161,0.833333333,0.8087187095285714
569,161,0.833333333,0.7943752751952379
533,161,0.476190476,0.5589735163285714
451,161,0.8,0.7816401045333333
483,161,0.923076923,0.8675916239999999
503,161,0.705882353,0.6832584477999999
505,161,0.705882353,0.6660812728000001
587,161,0.526315789,0.5654576949911565
346,161,1.0,0.8462235923333332
395,161,0.705882353,0.8175266346000001
669,161,0.666666667,0.6720973709244898
673,161,0.666666667,0.6789349778578232
426,161,0.923076923,0.7697953027333334
430,161,0.923076923,0.8552295416666666
504,161,0.923076923,0.8177411478000001
506,161,0.923076923,0.7954415518666667
368,161,0.8,0.7613284582
507,161,0.8,0.7551337241333334
509,161,0.8,0.7378627690000001
639,161,0.555555556,0.5848948499244898
508,161,0.923076923,0.8267047331333334
510,161,0.923076923,0.804160937
511,161,0.923076923,0.8637821002
513,161,0.923076923,0.839588516
649,161,0.714285714,0.6861388850578231
344,161,1.0,0.8734942943333334
372,161,0.923076923,0.8642801642666667
643,161,0.555555556,0.6016400625911564
334,161,0.583333333,0.705794255
390,161,0.8,0.7855171298
364,161,0.666666667,0.7266195105999999
396,161,0.8,0.8650423758666667
443,161,0.705882353,0.7378858470666666
474,161,0.857142857,0.7145496659999999
476,161,0.857142857,0.7539676554000001
512,161,0.923076923,0.8725977290666667
514,161,0.923076923,0.8468901033333333
472,161,0.857142857,0.7183346438666667
388,161,0.8,0.8163565083333335
586,161,0.769230769,0.6688495077911564
590,161,0.769230769,0.6751987141911563
593,161,0.769230769,0.6793867482578231
677,161,0.714285714,0.708702987657823
332,161,0.583333333,0.7202790365333335
584,161,0.769230769,0.6649667239244897
394,161,0.8,0.7997417940666666
611,161,0.666666667,0.6762365651244896
615,161,0.666666667,0.6762365651244896
312,161,0.875,0.7972322339999999
314,161,0.875,0.7846121651333332
594,161,0.833333333,0.7066095255911564
614,161,0.833333333,0.7192968381244896
618,161,0.833333333,0.7241453229911563
621,161,0.769230769,0.700521169457823
642,161,0.769230769,0.680249219257823
646,161,0.769230769,0.6836680227244896
650,161,0.833333333,0.7066095255911564
424,161,0.923076923,0.7848447413333334
317,161,1.0,0.975732111
318,161,1.0,0.9424252327333333
591,161,0.769230769,0.6885442573911563
647,161,0.714285714,0.6989593978578231
588,161,0.769230769,0.6686297275911564
667,161,0.666666667,0.6968836957244897
671,161,0.666666667,0.6968836957244897
640,161,0.769230769,0.676328140257823
644,161,0.769230769,0.679105918057823
622,161,0.833333333,0.7321262309911564
670,161,0.833333333,0.7243473431911565
674,161,0.833333333,0.7291958280578231
678,161,0.833333333,0.7321262309911564
675,161,0.714285714,0.7211816201244897
592,161,0.833333333,0.7088739277911563
648,161,0.833333333,0.7122927312578231
315,161,1.0,1.0
316,161,1.0,0.9688854489333334
619,161,0.769230769,0.710155979057823
597,161,0.833333333,0.7657711047244896
598,161,0.833333333,0.7600568189911563
612,161,0.833333333,0.7334382522578231
616,161,0.833333333,0.7334382522578231
625,161,0.833333333,0.7657711047244896
626,161,0.833333333,0.7600568189911563
653,161,0.833333333,0.7657711047244896
654,161,0.833333333,0.7600568189911563
681,161,0.833333333,0.7657711047244896
682,161,0.833333333,0.7600568189911563
620,161,0.833333333,0.7414191602578231
668,161,0.833333333,0.7414191602578231
672,161,0.833333333,0.7414191602578231
676,161,0.833333333,0.7448379637244896
596,161,0.833333333,0.7678068467244896
624,161,0.833333333,0.7744002533244897
652,161,0.833333333,0.7678068467244896
680,161,0.833333333,0.7744002533244897
595,161,0.833333333,0.780114539057823
623,161,0.833333333,0.780114539057823
651,161,0.833333333,0.780114539057823
679,161,0.833333333,0.780114539057823
463,79,0.555555556,0.35666478453333333
465,79,0.555555556,0.35086768313333333
363,79,1.0,0.5448195235333333
367,79,0.303030303,0.6234603666
369,79,0.303030303,0.6133307131333334
415,79,0.666666667,0.54503037
323,79,0.4,0.4008092696000001
371,79,0.333333333,0.7981966289999999
399,79,0.4,0.7471269254
401,79,0.416666667,0.7212717348000001
411,79,1.0,0.4900997151333334
327,79,0.555555556,0.4781452204
389,79,0.588235294,0.6110045464666667
325,79,0.4,0.3964842744
477,79,1.0,0.6093115917333335
365,79,1.0,0.5297283221333333
373,79,0.333333333,0.7799841692666667
351,79,0.555555556,0.4656553147333333
353,79,0.555555556,0.45562189786666674
417,79,0.666666667,0.5164146746666667
431,79,0.5,0.3887888494
433,79,0.5,0.38363673366666673
453,79,0.714285714,0.7608032272666667
485,79,0.714285714,0.8427631191333333
379,79,1.0,0.4308201058666667
308,79,0.37037037,0.42610712486666663
310,79,0.37037037,0.41546360359999995
329,79,0.555555556,0.47417362486666664
423,79,0.714285714,0.6949607077333333
425,79,0.714285714,0.6791676841333333
413,79,1.0,0.48470229119999997
345,79,0.588235294,0.8024547227333333
291,79,0.333333333,0.4061870362666667
292,79,0.333333333,0.2886802088
293,79,0.333333333,0.3869794584666667
294,79,0.333333333,0.2886802088
295,79,0.333333333,0.3869794584666667
296,79,0.333333333,0.2886802088
297,79,0.333333333,0.3869794584666667
298,79,0.333333333,0.2886802088
299,79,0.333333333,0.3699938950000001
300,79,0.333333333,0.25746031753333337
301,79,0.333333333,0.3699938950000001
302,79,0.333333333,0.25746031753333337
320,79,0.476190476,0.4101086048666667
322,79,0.476190476,0.4013366750000001
324,79,0.555555556,0.4861403509333334
326,79,0.555555556,0.47736842106666677
328,79,0.625,0.5016470664666667
330,79,0.625,0.49256553913333334
347,79,1.0,0.4452630581333334
348,79,1.0,0.4767752715333333
349,79,1.0,0.43780219786666674
350,79,1.0,0.4652645503333333
352,79,0.666666667,0.4877659584666667
354,79,0.666666667,0.4786844311333334
355,79,0.555555556,0.49835779746666664
356,79,0.666666667,0.5069763776666667
357,79,0.555555556,0.49057723500000006
358,79,0.666666667,0.49789485033333336
375,79,0.625,0.46821626720000004
376,79,0.666666667,0.48531028426666667
377,79,0.625,0.4590934602000001
378,79,0.666666667,0.47556369566666673
380,79,1.0,0.4258201058666667
381,79,1.0,0.42102707753333335
382,79,1.0,0.4153127918
383,79,0.588235294,0.4084819233333334
384,79,0.666666667,0.4766381766666667
385,79,0.588235294,0.39247380293333334
386,79,0.666666667,0.4589880054666667
403,79,0.454545455,0.3890692696666668
404,79,0.625,0.4579509723333334
405,79,0.454545455,0.38310739506666674
406,79,0.625,0.45169366240000003
407,79,0.666666667,0.44821219713333343
408,79,0.714285714,0.47687505480000003
409,79,0.666666667,0.4389724310666667
410,79,0.714285714,0.46696793406666676
412,79,1.0,0.496954527
414,79,1.0,0.4864472129333333
432,79,0.714285714,0.447610202
434,79,0.714285714,0.4453127918666668
435,79,0.526315789,0.42702704700000005
436,79,0.714285714,0.46682062120000006
437,79,0.526315789,0.4239930279333333
438,79,0.714285714,0.4645232110666668
439,79,0.666666667,0.400068119
440,79,0.714285714,0.4108688388
441,79,0.666666667,0.39082835293333335
442,79,0.714285714,0.40096171806666675
459,79,1.0,0.4308201058666667
460,79,1.0,0.4258201058666667
461,79,1.0,0.42102707753333335
462,79,1.0,0.4153127918
464,79,0.714285714,0.43818394033333335
466,79,0.714285714,0.43611111120000007
467,79,0.555555556,0.3671139971333333
468,79,0.714285714,0.43818394033333335
469,79,0.555555556,0.36561175666666673
470,79,0.714285714,0.43611111120000007
487,79,0.714285714,0.46351181500000005
488,79,0.714285714,0.4775583240666667
489,79,0.714285714,0.4577975292666668
490,79,0.714285714,0.4709649174666667
491,79,1.0,0.4780112045333334
492,79,1.0,0.4807329272
493,79,1.0,0.4766925232
494,79,1.0,0.4741395206
495,79,0.555555556,0.4308539218666667
496,79,0.769230769,0.4746377697333334
497,79,0.555555556,0.42450471553333335
498,79,0.769230769,0.46574888080000004
515,79,0.769230769,0.48174543326666674
516,79,0.769230769,0.4883327348666667
517,79,0.769230769,0.47603114753333337
518,79,0.769230769,0.48173932826666666
519,79,0.769230769,0.40423220573333335
520,79,0.769230769,0.40642390293333336
521,79,0.769230769,0.39851792
