model,dataset,groundtruth_f1_score,f1_score
446,93,0.909090909,0.7893706291999999
481,93,0.428571429,0.5987772029999999
482,93,0.545454545,0.6586080585999999
499,93,0.352941176,0.6131062949999999
500,93,0.461538462,0.7406593405999999
340,93,0.555555556,0.753095238
342,93,0.555555556,0.6955128204000001
359,93,0.666666667,0.38057510800000005
360,93,0.714285714,0.6059180034
361,93,0.666666667,0.3562843276
362,93,0.714285714,0.5435878698
387,93,0.666666667,0.6088888892
400,93,0.625,0.8078431372000001
402,93,0.625,0.7563279856
419,93,0.666666667,0.45164750940000004
420,93,0.769230769,0.6433333334
421,93,0.666666667,0.41406593420000004
422,93,0.769230769,0.6159340658
479,93,0.428571429,0.6528431372
480,93,0.545454545,0.7142857142
501,93,0.352941176,0.5464396283999999
502,93,0.461538462,0.6884032632
336,93,0.526315789,0.8173684210000001
447,93,0.666666667,0.6897435898
429,93,0.909090909,0.7385547784000001
449,93,0.666666667,0.6452057746
471,93,0.461538462,0.51498779
473,93,0.461538462,0.467857143
311,93,0.6,0.7061628874
313,93,0.6,0.6597748586
393,93,0.714285714,0.6302661063999999
475,93,0.666666667,0.604942613
343,93,0.625,0.7755555555999999
366,93,0.909090909,0.6706374892
370,93,0.588235294,0.737157842
397,93,0.909090909,0.779047619
398,93,0.909090909,0.8449572648
416,93,0.769230769,0.7474269006
418,93,0.769230769,0.7175213676
444,93,0.909090909,0.8593006992
448,93,0.769230769,0.8493006992
450,93,0.769230769,0.792191142
452,93,0.769230769,0.8493006992
454,93,0.769230769,0.792191142
455,93,0.714285714,0.8803418803999999
456,93,0.769230769,0.8970085470000001
457,93,0.714285714,0.8229992229999998
458,93,0.769230769,0.8396658896
478,93,0.666666667,0.7098883142
484,93,0.545454545,0.848018648
486,93,0.545454545,0.7906759905999999
451,93,0.666666667,0.7580952381999999
483,93,0.428571429,0.8173076922
503,93,0.428571429,0.650386997
505,93,0.428571429,0.6075298539999999
346,93,0.666666667,0.7974012572
395,93,0.909090909,0.8283333334
426,93,0.769230769,0.741941392
430,93,0.909090909,0.8052214451999999
504,93,0.461538462,0.8073260074
506,93,0.461538462,0.7682983682
368,93,0.555555556,0.8004545454
507,93,0.666666667,0.7298319326
509,93,0.666666667,0.6869747898
508,93,0.666666667,0.8168498167999999
510,93,0.666666667,0.7778221775999999
511,93,0.461538462,0.8173076922
513,93,0.461538462,0.7599650348
344,93,0.666666667,0.8535947712
372,93,0.588235294,0.8787878788000001
334,93,1.0,0.7182719242
390,93,0.769230769,0.769267399
364,93,0.909090909,0.7201036681999999
396,93,0.909090909,0.8958730158
443,93,0.909090909,0.7164102564
474,93,0.5,0.6397759103999999
476,93,0.666666667,0.7363211952000001
512,93,0.5,0.835897436
514,93,0.5,0.7785547786
472,93,0.5,0.6753353973999999
331,93,1.0,0.44339393940000005
333,93,1.0,0.43011403140000004
388,93,0.769230769,0.8311721610000001
332,93,1.0,0.7586398894
394,93,0.769230769,0.7905128203999999
312,93,0.666666667,0.8320074695999999
314,93,0.666666667,0.7820440996
424,93,0.769230769,0.7976190476
317,93,1.0,0.9484848484
318,93,1.0,0.9367201425999999
315,93,1.0,1.0
316,93,1.0,0.9882352942000001
585,146,0.3,0.4993025833672668
367,146,0.588235294,0.6354076366
369,146,0.5,0.587368421
415,146,0.303030303,0.5315656568
371,146,0.909090909,0.8004962778
399,146,0.909090909,0.7466666666
401,146,0.8,0.695151515
389,146,0.380952381,0.5488888891999999
477,146,0.307692308,0.5726955267999999
373,146,0.8,0.7515617714
453,146,0.615384615,0.7035897436
485,146,0.8,0.7599650348
589,146,0.315789474,0.5294613133672668
308,146,0.428571429,0.4391972268
310,146,0.384615385,0.40697167739999995
423,146,0.666666667,0.654871795
425,146,0.571428571,0.602014652
345,146,0.909090909,0.724040404
341,146,0.555555556,0.5444831592
555,146,0.5,0.7241962149781511
556,146,0.615384615,0.812016727578151
557,146,0.375,0.657969108578151
558,146,0.5,0.769592485178151
564,146,0.666666667,0.7942389497781511
566,146,0.545454545,0.7663601619781512
568,146,0.8,0.809390464978151
570,146,0.666666667,0.7663601619781512
338,146,0.5,0.7618206354
374,146,0.8,0.8202551831999999
391,146,0.476190476,0.6698412699999999
392,146,0.625,0.8414285714
427,146,0.909090909,0.7958974358
428,146,0.909090909,0.8625641026
445,146,0.444444444,0.6492533936
446,146,0.615384615,0.7893706291999999
481,146,0.571428571,0.5987772029999999
482,146,0.615384615,0.6586080585999999
499,146,0.555555556,0.6131062949999999
500,146,0.666666667,0.7406593405999999
535,146,0.571428571,0.722731013378151
536,146,0.615384615,0.7735551891781511
339,146,0.631578947,0.5929985654
340,146,0.75,0.753095238
342,146,0.666666667,0.6955128204000001
360,146,0.476190476,0.6059180034
362,146,0.421052632,0.5435878698
387,146,0.476190476,0.6088888892
400,146,0.909090909,0.8078431372000001
402,146,0.8,0.7563279856
419,146,0.344827586,0.45164750940000004
420,146,0.666666667,0.6433333334
422,146,0.571428571,0.6159340658
479,146,0.666666667,0.6528431372
480,146,0.714285714,0.7142857142
501,146,0.444444444,0.5464396283999999
502,146,0.571428571,0.6884032632
539,146,0.8,0.7160571315781511
540,146,0.8,0.7160571315781511
541,146,0.666666667,0.6730268285781511
542,146,0.666666667,0.6730268285781511
559,146,0.5,0.6130851037781511
560,146,0.615384615,0.7009056163781511
561,146,0.375,0.563268253778151
562,146,0.5,0.6730268285781511
641,146,0.333333333,0.5399532293672669
527,146,0.347826087,0.532394417978151
336,146,0.571428571,0.8173684210000001
645,146,0.352941176,0.5569466935672668
447,146,0.555555556,0.6897435898
429,146,0.8,0.7385547784000001
531,146,0.363636364,0.540675991378151
449,146,0.444444444,0.6452057746
471,146,0.37037037,0.51498779
311,146,0.6,0.7061628874
313,146,0.526315789,0.6597748586
393,146,0.380952381,0.6302661063999999
475,146,0.384615385,0.604942613
343,146,1.0,0.7755555555999999
583,146,0.4,0.5373978213672668
613,146,0.4,0.6231121069672667
617,146,0.4,0.6406945245672667
366,146,0.470588235,0.6706374892
370,146,0.571428571,0.737157842
397,146,0.533333333,0.779047619
398,146,0.615384615,0.8449572648
416,146,0.625,0.7474269006
418,146,0.5,0.7175213676
444,146,0.714285714,0.8593006992
448,146,0.714285714,0.8493006992
450,146,0.615384615,0.792191142
452,146,0.769230769,0.8493006992
454,146,0.666666667,0.792191142
455,146,0.909090909,0.8803418803999999
456,146,0.909090909,0.8970085470000001
457,146,0.8,0.8229992229999998
458,146,0.8,0.8396658896
478,146,0.533333333,0.7098883142
484,146,0.909090909,0.848018648
486,146,0.8,0.7906759905999999
528,146,0.615384615,0.6713601621781511
530,146,0.5,0.6339792095781511
532,146,0.615384615,0.6808839715781511
534,146,0.5,0.6415982571781511
537,146,0.461538462,0.683170573778151
538,146,0.5,0.7325295483781511
563,146,0.615384615,0.7207191363781511
565,146,0.5,0.6918147075781511
567,146,0.8,0.7948450103781511
569,146,0.666666667,0.7518147073781511
451,146,0.714285714,0.7580952381999999
483,146,0.909090909,0.8173076922
503,146,0.555555556,0.650386997
505,146,0.444444444,0.6075298539999999
587,146,0.421052632,0.5622098513672668
346,146,0.909090909,0.7974012572
395,146,0.625,0.8283333334
669,146,0.428571429,0.6406945245672667
673,146,0.428571429,0.6612073453672667
426,146,0.615384615,0.741941392
430,146,0.8,0.8052214451999999
504,146,0.666666667,0.8073260074
506,146,0.571428571,0.7682983682
368,146,0.666666667,0.8004545454
507,146,0.714285714,0.7298319326
509,146,0.615384615,0.6869747898
639,146,0.444444444,0.5733209625672667
508,146,0.769230769,0.8168498167999999
510,146,0.666666667,0.7778221775999999
511,146,0.909090909,0.8173076922
513,146,0.8,0.7599650348
649,146,0.461538462,0.6612073453672667
344,146,1.0,0.8535947712
372,146,0.909090909,0.8787878788000001
643,146,0.470588235,0.5857048635672667
334,146,0.476190476,0.7182719242
390,146,0.533333333,0.769267399
364,146,0.526315789,0.7201036681999999
396,146,0.714285714,0.8958730158
443,146,0.555555556,0.7164102564
474,146,0.533333333,0.6397759103999999
476,146,0.625,0.7363211952000001
512,146,0.909090909,0.835897436
514,146,0.8,0.7785547786
472,146,0.625,0.6753353973999999
388,146,0.625,0.8311721610000001
586,146,0.5,0.6223795063672668
590,146,0.5,0.6414271255672668
593,146,0.5,0.6509509349672667
677,146,0.5,0.6988630229672668
332,146,0.52173913,0.7586398894
584,146,0.615384615,0.6612073453672667
394,146,0.533333333,0.7905128203999999
611,146,0.533333333,0.6912439751672668
615,146,0.533333333,0.6912439751672668
312,146,0.705882353,0.8320074695999999
314,146,0.625,0.7820440996
594,146,0.545454545,0.6843175683672668
614,146,0.545454545,0.7092592931672668
618,146,0.545454545,0.7238047477672668
621,146,0.545454545,0.6843175683672668
642,146,0.545454545,0.6414271255672668
646,146,0.545454545,0.6516835359672667
650,146,0.545454545,0.6843175683672668
424,146,0.714285714,0.7976190476
317,146,0.909090909,0.9484848484
318,146,0.909090909,0.9367201425999999
591,146,0.615384615,0.6912439751672668
647,146,0.571428571,0.7022329861672667
588,146,0.615384615,0.6721963563672667
667,146,0.571428571,0.7150534989672668
671,146,0.571428571,0.7150534989672668
640,146,0.666666667,0.6638630229672667
644,146,0.666666667,0.6721963563672667
622,146,0.6,0.7238047477672668
670,146,0.6,0.7092592931672668
674,146,0.6,0.7238047477672668
678,146,0.6,0.7238047477672668
675,146,0.615384615,0.7260425099672668
592,146,0.666666667,0.7260425099672668
648,146,0.666666667,0.7260425099672668
315,146,1.0,1.0
316,146,1.0,0.9882352942000001
619,146,0.666666667,0.7132219971672668
597,146,0.666666667,0.7238047477672668
598,146,0.666666667,0.7238047477672668
612,146,0.666666667,0.7516835355672667
616,146,0.666666667,0.7516835355672667
625,146,0.666666667,0.7238047477672668
626,146,0.666666667,0.7238047477672668
653,146,0.666666667,0.7238047477672668
654,146,0.666666667,0.7238047477672668
681,146,0.666666667,0.7238047477672668
682,146,0.666666667,0.7238047477672668
620,146,0.727272727,0.7516835355672667
668,146,0.727272727,0.7516835355672667
672,146,0.727272727,0.7516835355672667
676,146,0.727272727,0.7516835355672667
596,146,0.8,0.7668350507672668
624,146,0.8,0.7668350507672668
652,146,0.8,0.7668350507672668
680,146,0.8,0.7668350507672668
595,146,0.8,0.7668350507672668
623,146,0.8,0.7668350507672668
651,146,0.8,0.7668350507672668
679,146,0.8,0.7668350507672668
585,161,0.454545455,0.4993025833672668
363,161,0.3,0.49219298259999994
367,161,0.705882353,0.6354076366
369,161,0.705882353,0.587368421
415,161,0.363636364,0.5315656568
335,161,0.304347826,0.49136195019999995
337,161,0.304347826,0.46317567560000006
371,161,0.923076923,0.8004962778
399,161,0.923076923,0.7466666666
401,161,0.923076923,0.695151515
389,161,0.545454545,0.5488888891999999
477,161,0.545454545,0.5726955267999999
365,161,0.307692308,0.46654778840000005
373,161,0.923076923,0.7515617714
417,161,0.363636364,0.4926841948
453,161,0.8,0.7035897436
485,161,0.923076923,0.7599650348
589,161,0.5,0.5294613133672668
308,161,0.482758621,0.4391972268
310,161,0.5,0.40697167739999995
423,161,0.8,0.654871795
425,161,0.8,0.602014652
345,161,1.0,0.724040404
341,161,0.777777778,0.5444831592
555,161,0.625,0.7241962149781511
556,161,0.833333333,0.812016727578151
557,161,0.625,0.657969108578151
558,161,0.833333333,0.769592485178151
564,161,0.833333333,0.7942389497781511
566,161,0.833333333,0.7663601619781512
568,161,0.833333333,0.809390464978151
570,161,0.833333333,0.7663601619781512
338,161,0.636363636,0.7618206354
374,161,0.923076923,0.8202551831999999
391,161,0.571428571,0.6698412699999999
392,161,0.8,0.8414285714
427,161,0.923076923,0.7958974358
428,161,0.923076923,0.8625641026
445,161,0.705882353,0.6492533936
446,161,0.923076923,0.7893706291999999
481,161,0.8,0.5987772029999999
482,161,0.923076923,0.6586080585999999
499,161,0.705882353,0.6131062949999999
500,161,0.923076923,0.7406593405999999
535,161,0.714285714,0.722731013378151
536,161,0.833333333,0.7735551891781511
339,161,0.777777778,0.5929985654
340,161,0.875,0.753095238
342,161,0.875,0.6955128204000001
360,161,0.666666667,0.6059180034
362,161,0.666666667,0.5435878698
387,161,0.545454545,0.6088888892
400,161,0.923076923,0.8078431372000001
402,161,0.923076923,0.7563279856
419,161,0.413793103,0.45164750940000004
420,161,0.705882353,0.6433333334
421,161,0.444444444,0.41406593420000004
422,161,0.75,0.6159340658
479,161,0.8,0.6528431372
480,161,0.923076923,0.7142857142
501,161,0.705882353,0.5464396283999999
502,161,0.923076923,0.6884032632
539,161,0.833333333,0.7160571315781511
540,161,0.833333333,0.7160571315781511
541,161,0.833333333,0.6730268285781511
542,161,0.833333333,0.6730268285781511
559,161,0.625,0.6130851037781511
560,161,0.833333333,0.7009056163781511
561,161,0.625,0.563268253778151
562,161,0.833333333,0.6730268285781511
641,161,0.526315789,0.5399532293672669
527,161,0.434782609,0.532394417978151
529,161,0.454545455,0.4936592399781511
336,161,0.636363636,0.8173684210000001
645,161,0.555555556,0.5569466935672668
447,161,0.705882353,0.6897435898
429,161,0.923076923,0.7385547784000001
531,161,0.434782609,0.540675991378151
449,161,0.705882353,0.6452057746
471,161,0.428571429,0.51498779
473,161,0.444444444,0.467857143
311,161,0.777777778,0.7061628874
313,161,0.777777778,0.6597748586
393,161,0.571428571,0.6302661063999999
475,161,0.52173913,0.604942613
343,161,1.0,0.7755555555999999
583,161,0.454545455,0.5373978213672668
613,161,0.666666667,0.6231121069672667
617,161,0.666666667,0.6406945245672667
366,161,0.666666667,0.6706374892
370,161,0.8,0.737157842
397,161,0.705882353,0.779047619
398,161,0.8,0.8449572648
416,161,0.631578947,0.7474269006
418,161,0.666666667,0.7175213676
444,161,0.923076923,0.8593006992
448,161,0.923076923,0.8493006992
450,161,0.923076923,0.792191142
452,161,0.923076923,0.8493006992
454,161,0.923076923,0.792191142
455,161,0.923076923,0.8803418803999999
456,161,0.923076923,0.8970085470000001
457,161,0.923076923,0.8229992229999998
458,161,0.923076923,0.8396658896
478,161,0.857142857,0.7098883142
484,161,0.923076923,0.848018648
486,161,0.923076923,0.7906759905999999
528,161,0.769230769,0.6713601621781511
530,161,0.769230769,0.6339792095781511
532,161,0.769230769,0.6808839715781511
534,161,0.769230769,0.6415982571781511
537,161,0.714285714,0.683170573778151
538,161,0.833333333,0.7325295483781511
563,161,0.714285714,0.7207191363781511
565,161,0.714285714,0.6918147075781511
567,161,0.833333333,0.7948450103781511
569,161,0.833333333,0.7518147073781511
533,161,0.476190476,0.5072560779781511
451,161,0.8,0.7580952381999999
483,161,0.923076923,0.8173076922
503,161,0.705882353,0.650386997
505,161,0.705882353,0.6075298539999999
587,161,0.526315789,0.5622098513672668
346,161,1.0,0.7974012572
395,161,0.705882353,0.8283333334
669,161,0.666666667,0.6406945245672667
673,161,0.666666667,0.6612073453672667
426,161,0.923076923,0.741941392
430,161,0.923076923,0.8052214451999999
504,161,0.923076923,0.8073260074
506,161,0.923076923,0.7682983682
368,161,0.8,0.8004545454
507,161,0.8,0.7298319326
509,161,0.8,0.6869747898
639,161,0.555555556,0.5733209625672667
508,161,0.923076923,0.8168498167999999
510,161,0.923076923,0.7778221775999999
511,161,0.923076923,0.8173076922
513,161,0.923076923,0.7599650348
649,161,0.714285714,0.6612073453672667
344,161,1.0,0.8535947712
372,161,0.923076923,0.8787878788000001
643,161,0.555555556,0.5857048635672667
334,161,0.583333333,0.7182719242
390,161,0.8,0.769267399
364,161,0.666666667,0.7201036681999999
396,161,0.8,0.8958730158
443,161,0.705882353,0.7164102564
474,161,0.857142857,0.6397759103999999
476,161,0.857142857,0.7363211952000001
512,161,0.923076923,0.835897436
514,161,0.923076923,0.7785547786
472,161,0.857142857,0.6753353973999999
388,161,0.8,0.8311721610000001
586,161,0.769230769,0.6223795063672668
590,161,0.769230769,0.6414271255672668
593,161,0.769230769,0.6509509349672667
677,161,0.714285714,0.6988630229672668
332,161,0.583333333,0.7586398894
584,161,0.769230769,0.6612073453672667
394,161,0.8,0.7905128203999999
611,161,0.666666667,0.6912439751672668
615,161,0.666666667,0.6912439751672668
312,161,0.875,0.8320074695999999
314,161,0.875,0.7820440996
594,161,0.833333333,0.6843175683672668
614,161,0.833333333,0.7092592931672668
618,161,0.833333333,0.7238047477672668
621,161,0.769230769,0.6843175683672668
642,161,0.769230769,0.6414271255672668
646,161,0.769230769,0.6516835359672667
650,161,0.833333333,0.6843175683672668
424,161,0.923076923,0.7976190476
317,161,1.0,0.9484848484
318,161,1.0,0.9367201425999999
591,161,0.769230769,0.6912439751672668
647,161,0.714285714,0.7022329861672667
588,161,0.769230769,0.6721963563672667
667,161,0.666666667,0.7150534989672668
671,161,0.666666667,0.7150534989672668
640,161,0.769230769,0.6638630229672667
644,161,0.769230769,0.6721963563672667
622,161,0.833333333,0.7238047477672668
670,161,0.833333333,0.7092592931672668
674,161,0.833333333,0.7238047477672668
678,161,0.833333333,0.7238047477672668
675,161,0.714285714,0.7260425099672668
592,161,0.833333333,0.7260425099672668
648,161,0.833333333,0.7260425099672668
315,161,1.0,1.0
316,161,1.0,0.9882352942000001
619,161,0.769230769,0.7132219971672668
597,161,0.833333333,0.7238047477672668
598,161,0.833333333,0.7238047477672668
612,161,0.833333333,0.7516835355672667
616,161,0.833333333,0.7516835355672667
625,161,0.833333333,0.7238047477672668
626,161,0.833333333,0.7238047477672668
653,161,0.833333333,0.7238047477672668
654,161,0.833333333,0.7238047477672668
681,161,0.833333333,0.7238047477672668
682,161,0.833333333,0.7238047477672668
620,161,0.833333333,0.7516835355672667
668,161,0.833333333,0.7516835355672667
672,161,0.833333333,0.7516835355672667
676,161,0.833333333,0.7516835355672667
596,161,0.833333333,0.7668350507672668
624,161,0.833333333,0.7668350507672668
652,161,0.833333333,0.7668350507672668
680,161,0.833333333,0.7668350507672668
595,161,0.833333333,0.7668350507672668
623,161,0.833333333,0.7668350507672668
651,161,0.833333333,0.7668350507672668
679,161,0.833333333,0.7668350507672668
463,79,0.555555556,0.31320346339999994
465,79,0.555555556,0.31320346339999994
363,79,1.0,0.49219298259999994
367,79,0.303030303,0.6354076366
369,79,0.303030303,0.587368421
415,79,0.666666667,0.5315656568
323,79,0.4,0.3511428572
371,79,0.333333333,0.8004962778
399,79,0.4,0.7466666666
401,79,0.416666667,0.695151515
411,79,1.0,0.44021978019999997
327,79,0.555555556,0.4194805196
389,79,0.588235294,0.5488888891999999
325,79,0.4,0.35242490839999996
477,79,1.0,0.5726955267999999
365,79,1.0,0.46654778840000005
373,79,0.333333333,0.7515617714
351,79,0.555555556,0.4187969924
353,79,0.555555556,0.4187969924
417,79,0.666666667,0.4926841948
431,79,0.5,0.37252747259999996
433,79,0.5,0.37252747259999996
453,79,0.714285714,0.7035897436
485,79,0.714285714,0.7599650348
379,79,1.0,0.3838095238
308,79,0.37037037,0.4391972268
310,79,0.37037037,0.40697167739999995
329,79,0.555555556,0.4194805196
423,79,0.714285714,0.654871795
425,79,0.714285714,0.602014652
413,79,1.0,0.44021978019999997
345,79,0.588235294,0.724040404
291,79,0.333333333,0.3838095238
292,79,0.333333333,0.2965367966
293,79,0.333333333,0.36666666659999997
294,79,0.333333333,0.2965367966
295,79,0.333333333,0.36666666659999997
296,79,0.333333333,0.2965367966
297,79,0.333333333,0.36666666659999997
298,79,0.333333333,0.2965367966
299,79,0.333333333,0.3468864468
300,79,0.333333333,0.2638095238
301,79,0.333333333,0.3468864468
302,79,0.333333333,0.2638095238
320,79,0.476190476,0.3922305764
322,79,0.476190476,0.3922305764
324,79,0.555555556,0.4588972432
326,79,0.555555556,0.4588972432
328,79,0.625,0.4682539684
330,79,0.625,0.4682539684
347,79,1.0,0.3731684982
348,79,1.0,0.4388095238
349,79,1.0,0.3731684982
350,79,1.0,0.4321428572
352,79,0.666666667,0.455182073
354,79,0.666666667,0.455182073
355,79,0.555555556,0.48228905600000005
356,79,0.666666667,0.4996265174
357,79,0.555555556,0.48228905600000005
358,79,0.666666667,0.4996265174
375,79,0.625,0.4612364244
376,79,0.666666667,0.48492063500000004
377,79,0.625,0.4612364244
378,79,0.666666667,0.48492063500000004
380,79,1.0,0.3838095238
381,79,1.0,0.3838095238
382,79,1.0,0.3838095238
383,79,0.588235294,0.34208909379999997
384,79,0.666666667,0.4302197802
385,79,0.588235294,0.34208909379999997
386,79,0.666666667,0.4302197802
403,79,0.454545455,0.36742857139999996
404,79,0.625,0.44377387319999995
405,79,0.454545455,0.36742857139999996
406,79,0.625,0.44377387319999995
407,79,0.666666667,0.3977443608
408,79,0.714285714,0.45259740260000003
409,79,0.666666667,0.3977443608
410,79,0.714285714,0.45259740260000003
412,79,1.0,0.4625974026
414,79,1.0,0.4625974026
432,79,0.714285714,0.43165266119999995
434,79,0.714285714,0.43165266119999995
435,79,0.526315789,0.434920635
436,79,0.714285714,0.47609710560000007
437,79,0.526315789,0.434920635
438,79,0.714285714,0.47609710560000007
439,79,0.666666667,0.3501253132
440,79,0.714285714,0.3738095238
441,79,0.666666667,0.3501253132
442,79,0.714285714,0.3738095238
459,79,1.0,0.3838095238
460,79,1.0,0.3838095238
461,79,1.0,0.3838095238
462,79,1.0,0.3838095238
464,79,0.714285714,0.4154761906
466,79,0.714285714,0.4154761906
467,79,0.555555556,0.32077922099999995
468,79,0.714285714,0.4154761906
469,79,0.555555556,0.3242424244
470,79,0.714285714,0.4154761906
487,79,0.714285714,0.40521978020000005
488,79,0.714285714,0.435930736
489,79,0.714285714,0.40521978020000005
490,79,0.714285714,0.435930736
491,79,1.0,0.43333333339999996
492,79,1.0,0.44545454539999996
493,79,1.0,0.43333333339999996
494,79,1.0,0.44545454539999996
495,79,0.555555556,0.43015873019999995
496,79,0.769230769,0.4682539684
497,79,0.555555556,0.43015873019999995
498,79,0.769230769,0.459920635
515,79,0.769230769,0.459920635
516,79,0.769230769,0.4682539684
517,79,0.769230769,0.459920635
518,79,0.769230769,0.4682539684
519,79,0.769230769,0.3488095238
520,79,0.769230769,0.3571428572
521,79,0.769230769,0.3488095238
522,79,0.769230769,0.3571428572
523,79,1.0,0.43333333339999996
524,79,1.0,0.44545454539999996
525,79,1.0,0.43333333339999996
526,79,1.0,0.44545454539999996
338,79,0.476190476,0.7618206354
374,79,0.588235294,0.8202551831999999
391,79,0.666666667,0.6698412699999999
392,79,0.714285714,0.8414285714
427,79,1.0,0.7958974358
428,79,1.0,0.8625641026
445,79,1.0,0.6492533936
446,79,1.0,0.7893706291999999
481,79,0.714285714,0.5987772029999999
482,79,0.714285714,0.6586080585999999
499,79,0.555555556,0.6131062949999999
500,79,0.769230769,0.7406593405999999
340,79,0.526315789,0.753095238
342,79,0.5,0.6955128204000001
359,79,0.666666667,0.38057510800000005
360,79,0.714285714,0.6059180034
361,79,0.666666667,0.3562843276
362,79,0.714285714,0.5435878698
387,79,0.588235294,0.6088888892
400,79,0.588235294,0.8078431372000001
402,79,0.625,0.7563279856
419,79,0.666666667,0.45164750940000004
420,79,0.769230769,0.6433333334
421,79,0.666666667,0.41406593420000004
422,79,0.769230769,0.6159340658
479,79,0.714285714,0.6528431372
480,79,0.714285714,0.7142857142
501,79,0.555555556,0.5464396283999999
502,79,0.769230769,0.6884032632
336,79,0.5,0.8173684210000001
