model,dataset,groundtruth_f1_score,f1_score
448,93,0.769230769,0.923076923
450,93,0.769230769,0.923076923
452,93,0.769230769,0.923076923
454,93,0.769230769,0.923076923
455,93,0.714285714,0.923076923
456,93,0.769230769,0.923076923
457,93,0.714285714,0.923076923
458,93,0.769230769,0.923076923
478,93,0.666666667,0.705882353
484,93,0.545454545,0.923076923
486,93,0.545454545,0.923076923
451,93,0.666666667,0.8
483,93,0.428571429,0.923076923
503,93,0.428571429,0.705882353
505,93,0.428571429,0.705882353
346,93,0.666666667,1.0
395,93,0.909090909,0.777777778
426,93,0.769230769,0.857142857
430,93,0.909090909,0.923076923
504,93,0.461538462,0.857142857
506,93,0.461538462,0.923076923
368,93,0.555555556,0.875
507,93,0.666666667,0.75
509,93,0.666666667,0.75
508,93,0.666666667,0.857142857
510,93,0.666666667,0.923076923
511,93,0.461538462,0.923076923
513,93,0.461538462,0.923076923
344,93,0.666666667,1.0
372,93,0.588235294,1.0
334,93,1.0,0.666666667
390,93,0.769230769,0.933333333
364,93,0.909090909,0.666666667
396,93,0.909090909,0.933333333
443,93,0.909090909,0.666666667
474,93,0.5,0.705882353
476,93,0.666666667,0.705882353
512,93,0.5,0.923076923
514,93,0.5,0.923076923
472,93,0.5,0.705882353
331,93,1.0,0.141414141
333,93,1.0,0.14893617
388,93,0.769230769,0.933333333
332,93,1.0,0.636363636
394,93,0.769230769,0.933333333
312,93,0.666666667,0.823529412
314,93,0.666666667,0.823529412
424,93,0.769230769,0.857142857
317,93,1.0,1.0
318,93,1.0,1.0
315,93,1.0,1.0
316,93,1.0,1.0
585,146,0.3,0.476190476
367,146,0.588235294,0.736842105
369,146,0.5,0.736842105
415,146,0.303030303,0.363636364
371,146,0.909090909,1.0
399,146,0.909090909,1.0
401,146,0.8,1.0
389,146,0.380952381,0.7
477,146,0.307692308,0.48
373,146,0.8,1.0
453,146,0.615384615,0.8
485,146,0.8,0.923076923
589,146,0.315789474,0.5
308,146,0.428571429,0.466666667
310,146,0.384615385,0.466666667
423,146,0.666666667,0.75
425,146,0.571428571,0.75
345,146,0.909090909,1.0
341,146,0.555555556,0.666666667
555,146,0.5,0.625
556,146,0.615384615,0.833333333
557,146,0.375,0.625
558,146,0.5,0.833333333
564,146,0.666666667,0.833333333
566,146,0.545454545,0.833333333
568,146,0.8,0.833333333
570,146,0.666666667,0.833333333
338,146,0.5,0.736842105
374,146,0.8,1.0
391,146,0.476190476,0.666666667
392,146,0.625,0.933333333
427,146,0.909090909,0.923076923
428,146,0.909090909,0.923076923
445,146,0.444444444,0.705882353
446,146,0.615384615,0.923076923
481,146,0.571428571,0.705882353
482,146,0.615384615,0.857142857
499,146,0.555555556,0.705882353
500,146,0.666666667,0.857142857
535,146,0.571428571,0.625
536,146,0.615384615,0.769230769
339,146,0.631578947,0.666666667
340,146,0.75,0.875
342,146,0.666666667,0.875
360,146,0.476190476,0.636363636
362,146,0.421052632,0.608695652
387,146,0.476190476,0.666666667
400,146,0.909090909,1.0
402,146,0.8,1.0
419,146,0.344827586,0.4
420,146,0.666666667,0.666666667
422,146,0.571428571,0.666666667
479,146,0.666666667,0.705882353
480,146,0.714285714,0.857142857
501,146,0.444444444,0.705882353
502,146,0.571428571,0.923076923
539,146,0.8,0.833333333
540,146,0.8,0.833333333
541,146,0.666666667,0.833333333
542,146,0.666666667,0.833333333
559,146,0.5,0.625
560,146,0.615384615,0.833333333
561,146,0.375,0.625
562,146,0.5,0.833333333
641,146,0.333333333,0.526315789
527,146,0.347826087,0.434782609
336,146,0.571428571,0.736842105
645,146,0.352941176,0.526315789
447,146,0.555555556,0.666666667
429,146,0.8,0.923076923
531,146,0.363636364,0.434782609
449,146,0.444444444,0.705882353
471,146,0.37037037,0.428571429
311,146,0.6,0.636363636
313,146,0.526315789,0.636363636
393,146,0.380952381,0.7
475,146,0.384615385,0.461538462
343,146,1.0,1.0
583,146,0.4,0.476190476
613,146,0.4,0.714285714
617,146,0.4,0.714285714
366,146,0.470588235,0.636363636
370,146,0.571428571,0.875
397,146,0.533333333,0.777777778
398,146,0.615384615,0.933333333
416,146,0.625,0.666666667
418,146,0.5,0.666666667
444,146,0.714285714,0.923076923
448,146,0.714285714,0.923076923
450,146,0.615384615,0.923076923
452,146,0.769230769,0.923076923
454,146,0.666666667,0.923076923
455,146,0.909090909,0.923076923
456,146,0.909090909,0.923076923
457,146,0.8,0.923076923
458,146,0.8,0.923076923
478,146,0.533333333,0.705882353
484,146,0.909090909,0.923076923
486,146,0.8,0.923076923
528,146,0.615384615,0.666666667
530,146,0.5,0.666666667
532,146,0.615384615,0.666666667
534,146,0.5,0.666666667
537,146,0.461538462,0.625
538,146,0.5,0.769230769
563,146,0.615384615,0.666666667
565,146,0.5,0.666666667
567,146,0.8,0.833333333
569,146,0.666666667,0.833333333
451,146,0.714285714,0.8
483,146,0.909090909,0.923076923
503,146,0.555555556,0.705882353
505,146,0.444444444,0.705882353
587,146,0.421052632,0.5
346,146,0.909090909,1.0
395,146,0.625,0.777777778
669,146,0.428571429,0.714285714
673,146,0.428571429,0.714285714
426,146,0.615384615,0.857142857
430,146,0.8,0.923076923
504,146,0.666666667,0.857142857
506,146,0.571428571,0.923076923
368,146,0.666666667,0.875
507,146,0.714285714,0.75
509,146,0.615384615,0.75
639,146,0.444444444,0.526315789
508,146,0.769230769,0.857142857
510,146,0.666666667,0.923076923
511,146,0.909090909,0.923076923
513,146,0.8,0.923076923
649,146,0.461538462,0.714285714
344,146,1.0,1.0
372,146,0.909090909,1.0
643,146,0.470588235,0.526315789
334,146,0.476190476,0.666666667
390,146,0.533333333,0.933333333
364,146,0.526315789,0.666666667
396,146,0.714285714,0.933333333
443,146,0.555555556,0.666666667
474,146,0.533333333,0.705882353
476,146,0.625,0.705882353
512,146,0.909090909,0.923076923
514,146,0.8,0.923076923
472,146,0.625,0.705882353
388,146,0.625,0.933333333
586,146,0.5,0.666666667
590,146,0.5,0.666666667
593,146,0.5,0.714285714
677,146,0.5,0.769230769
332,146,0.52173913,0.636363636
584,146,0.615384615,0.666666667
394,146,0.533333333,0.933333333
611,146,0.533333333,0.714285714
615,146,0.533333333,0.714285714
312,146,0.705882353,0.823529412
314,146,0.625,0.823529412
594,146,0.545454545,0.769230769
614,146,0.545454545,0.833333333
618,146,0.545454545,0.833333333
621,146,0.545454545,0.769230769
642,146,0.545454545,0.666666667
646,146,0.545454545,0.666666667
650,146,0.545454545,0.769230769
424,146,0.714285714,0.857142857
317,146,0.909090909,1.0
318,146,0.909090909,1.0
591,146,0.615384615,0.714285714
647,146,0.571428571,0.714285714
588,146,0.615384615,0.666666667
667,146,0.571428571,0.714285714
671,146,0.571428571,0.714285714
640,146,0.666666667,0.666666667
644,146,0.666666667,0.666666667
622,146,0.6,0.833333333
670,146,0.6,0.833333333
674,146,0.6,0.833333333
678,146,0.6,0.833333333
675,146,0.615384615,0.769230769
592,146,0.666666667,0.769230769
648,146,0.666666667,0.769230769
315,146,1.0,1.0
316,146,1.0,1.0
619,146,0.666666667,0.769230769
597,146,0.666666667,0.833333333
598,146,0.666666667,0.833333333
612,146,0.666666667,0.833333333
616,146,0.666666667,0.833333333
625,146,0.666666667,0.833333333
626,146,0.666666667,0.833333333
653,146,0.666666667,0.833333333
654,146,0.666666667,0.833333333
681,146,0.666666667,0.833333333
682,146,0.666666667,0.833333333
620,146,0.727272727,0.833333333
668,146,0.727272727,0.833333333
672,146,0.727272727,0.833333333
676,146,0.727272727,0.833333333
596,146,0.8,0.833333333
624,146,0.8,0.833333333
652,146,0.8,0.833333333
680,146,0.8,0.833333333
595,146,0.8,0.833333333
623,146,0.8,0.833333333
651,146,0.8,0.833333333
679,146,0.8,0.833333333
585,161,0.454545455,0.476190476
363,161,0.3,0.368421053
367,161,0.705882353,0.736842105
369,161,0.705882353,0.736842105
415,161,0.363636364,0.363636364
335,161,0.304347826,0.378378378
337,161,0.304347826,0.378378378
371,161,0.923076923,1.0
399,161,0.923076923,1.0
401,161,0.923076923,1.0
389,161,0.545454545,0.7
477,161,0.545454545,0.48
365,161,0.307692308,0.368421053
373,161,0.923076923,1.0
417,161,0.363636364,0.352941176
453,161,0.8,0.8
485,161,0.923076923,0.923076923
589,161,0.5,0.5
308,161,0.482758621,0.466666667
310,161,0.5,0.466666667
423,161,0.8,0.75
425,161,0.8,0.75
345,161,1.0,1.0
341,161,0.777777778,0.666666667
555,161,0.625,0.625
556,161,0.833333333,0.833333333
557,161,0.625,0.625
558,161,0.833333333,0.833333333
564,161,0.833333333,0.833333333
566,161,0.833333333,0.833333333
568,161,0.833333333,0.833333333
570,161,0.833333333,0.833333333
338,161,0.636363636,0.736842105
374,161,0.923076923,1.0
391,161,0.571428571,0.666666667
392,161,0.8,0.933333333
427,161,0.923076923,0.923076923
428,161,0.923076923,0.923076923
445,161,0.705882353,0.705882353
446,161,0.923076923,0.923076923
481,161,0.8,0.705882353
482,161,0.923076923,0.857142857
499,161,0.705882353,0.705882353
500,161,0.923076923,0.857142857
535,161,0.714285714,0.625
536,161,0.833333333,0.769230769
339,161,0.777777778,0.666666667
340,161,0.875,0.875
342,161,0.875,0.875
360,161,0.666666667,0.636363636
362,161,0.666666667,0.608695652
387,161,0.545454545,0.666666667
400,161,0.923076923,1.0
402,161,0.923076923,1.0
419,161,0.413793103,0.4
420,161,0.705882353,0.666666667
421,161,0.444444444,0.4
422,161,0.75,0.666666667
479,161,0.8,0.705882353
480,161,0.923076923,0.857142857
501,161,0.705882353,0.705882353
502,161,0.923076923,0.923076923
539,161,0.833333333,0.833333333
540,161,0.833333333,0.833333333
541,161,0.833333333,0.833333333
542,161,0.833333333,0.833333333
559,161,0.625,0.625
560,161,0.833333333,0.833333333
561,161,0.625,0.625
562,161,0.833333333,0.833333333
641,161,0.526315789,0.526315789
527,161,0.434782609,0.434782609
529,161,0.454545455,0.434782609
336,161,0.636363636,0.736842105
645,161,0.555555556,0.526315789
447,161,0.705882353,0.666666667
429,161,0.923076923,0.923076923
531,161,0.434782609,0.434782609
449,161,0.705882353,0.705882353
471,161,0.428571429,0.428571429
473,161,0.444444444,0.428571429
311,161,0.777777778,0.636363636
313,161,0.777777778,0.636363636
393,161,0.571428571,0.7
475,161,0.52173913,0.461538462
343,161,1.0,1.0
583,161,0.454545455,0.476190476
613,161,0.666666667,0.714285714
617,161,0.666666667,0.714285714
366,161,0.666666667,0.636363636
370,161,0.8,0.875
397,161,0.705882353,0.777777778
398,161,0.8,0.933333333
416,161,0.631578947,0.666666667
418,161,0.666666667,0.666666667
444,161,0.923076923,0.923076923
448,161,0.923076923,0.923076923
450,161,0.923076923,0.923076923
452,161,0.923076923,0.923076923
454,161,0.923076923,0.923076923
455,161,0.923076923,0.923076923
456,161,0.923076923,0.923076923
457,161,0.923076923,0.923076923
458,161,0.923076923,0.923076923
478,161,0.857142857,0.705882353
484,161,0.923076923,0.923076923
486,161,0.923076923,0.923076923
528,161,0.769230769,0.666666667
530,161,0.769230769,0.666666667
532,161,0.769230769,0.666666667
534,161,0.769230769,0.666666667
537,161,0.714285714,0.625
538,161,0.833333333,0.769230769
563,161,0.714285714,0.666666667
565,161,0.714285714,0.666666667
567,161,0.833333333,0.833333333
569,161,0.833333333,0.833333333
533,161,0.476190476,0.434782609
451,161,0.8,0.8
483,161,0.923076923,0.923076923
503,161,0.705882353,0.705882353
505,161,0.705882353,0.705882353
587,161,0.526315789,0.5
346,161,1.0,1.0
395,161,0.705882353,0.777777778
669,161,0.666666667,0.714285714
673,161,0.666666667,0.714285714
426,161,0.923076923,0.857142857
430,161,0.923076923,0.923076923
504,161,0.923076923,0.857142857
506,161,0.923076923,0.923076923
368,161,0.8,0.875
507,161,0.8,0.75
509,161,0.8,0.75
639,161,0.555555556,0.526315789
508,161,0.923076923,0.857142857
510,161,0.923076923,0.923076923
511,161,0.923076923,0.923076923
513,161,0.923076923,0.923076923
649,161,0.714285714,0.714285714
344,161,1.0,1.0
372,161,0.923076923,1.0
643,161,0.555555556,0.526315789
334,161,0.583333333,0.666666667
390,161,0.8,0.933333333
364,161,0.666666667,0.666666667
396,161,0.8,0.933333333
443,161,0.705882353,0.666666667
474,161,0.857142857,0.705882353
476,161,0.857142857,0.705882353
512,161,0.923076923,0.923076923
514,161,0.923076923,0.923076923
472,161,0.857142857,0.705882353
388,161,0.8,0.933333333
586,161,0.769230769,0.666666667
590,161,0.769230769,0.666666667
593,161,0.769230769,0.714285714
677,161,0.714285714,0.769230769
332,161,0.583333333,0.636363636
584,161,0.769230769,0.666666667
394,161,0.8,0.933333333
611,161,0.666666667,0.714285714
615,161,0.666666667,0.714285714
312,161,0.875,0.823529412
314,161,0.875,0.823529412
594,161,0.833333333,0.769230769
614,161,0.833333333,0.833333333
618,161,0.833333333,0.833333333
621,161,0.769230769,0.769230769
642,161,0.769230769,0.666666667
646,161,0.769230769,0.666666667
650,161,0.833333333,0.769230769
424,161,0.923076923,0.857142857
317,161,1.0,1.0
318,161,1.0,1.0
591,161,0.769230769,0.714285714
647,161,0.714285714,0.714285714
588,161,0.769230769,0.666666667
667,161,0.666666667,0.714285714
671,161,0.666666667,0.714285714
640,161,0.769230769,0.666666667
644,161,0.769230769,0.666666667
622,161,0.833333333,0.833333333
670,161,0.833333333,0.833333333
674,161,0.833333333,0.833333333
678,161,0.833333333,0.833333333
675,161,0.714285714,0.769230769
592,161,0.833333333,0.769230769
648,161,0.833333333,0.769230769
315,161,1.0,1.0
316,161,1.0,1.0
619,161,0.769230769,0.769230769
597,161,0.833333333,0.833333333
598,161,0.833333333,0.833333333
612,161,0.833333333,0.833333333
616,161,0.833333333,0.833333333
625,161,0.833333333,0.833333333
626,161,0.833333333,0.833333333
653,161,0.833333333,0.833333333
654,161,0.833333333,0.833333333
681,161,0.833333333,0.833333333
682,161,0.833333333,0.833333333
620,161,0.833333333,0.833333333
668,161,0.833333333,0.833333333
672,161,0.833333333,0.833333333
676,161,0.833333333,0.833333333
596,161,0.833333333,0.833333333
624,161,0.833333333,0.833333333
652,161,0.833333333,0.833333333
680,161,0.833333333,0.833333333
595,161,0.833333333,0.833333333
623,161,0.833333333,0.833333333
651,161,0.833333333,0.833333333
679,161,0.833333333,0.833333333
463,79,0.555555556,0.25
465,79,0.555555556,0.25
363,79,1.0,0.368421053
367,79,0.303030303,0.736842105
369,79,0.303030303,0.736842105
415,79,0.666666667,0.363636364
323,79,0.4,0.25
371,79,0.333333333,1.0
399,79,0.4,1.0
401,79,0.416666667,1.0
411,79,1.0,0.25
327,79,0.555555556,0.25
389,79,0.588235294,0.7
325,79,0.4,0.25
477,79,1.0,0.48
365,79,1.0,0.368421053
373,79,0.333333333,1.0
351,79,0.555555556,0.25
353,79,0.555555556,0.25
417,79,0.666666667,0.352941176
431,79,0.5,0.25
433,79,0.5,0.25
453,79,0.714285714,0.8
485,79,0.714285714,0.923076923
379,79,1.0,0.25
308,79,0.37037037,0.466666667
310,79,0.37037037,0.466666667
329,79,0.555555556,0.25
423,79,0.714285714,0.75
425,79,0.714285714,0.75
413,79,1.0,0.25
345,79,0.588235294,1.0
291,79,0.333333333,0.25
292,79,0.333333333,0.25
293,79,0.333333333,0.25
294,79,0.333333333,0.25
295,79,0.333333333,0.25
296,79,0.333333333,0.25
297,79,0.333333333,0.25
298,79,0.333333333,0.25
299,79,0.333333333,0.25
300,79,0.333333333,0.25
301,79,0.333333333,0.25
302,79,0.333333333,0.25
320,79,0.476190476,0.25
322,79,0.476190476,0.25
324,79,0.555555556,0.25
326,79,0.555555556,0.25
328,79,0.625,0.25
330,79,0.625,0.25
347,79,1.0,0.25
348,79,1.0,0.25
349,79,1.0,0.25
350,79,1.0,0.25
352,79,0.666666667,0.25
354,79,0.666666667,0.25
355,79,0.555555556,0.25
356,79,0.666666667,0.25
357,79,0.555555556,0.25
358,79,0.666666667,0.25
375,79,0.625,0.25
376,79,0.666666667,0.25
377,79,0.625,0.25
378,79,0.666666667,0.25
380,79,1.0,0.25
381,79,1.0,0.25
382,79,1.0,0.25
383,79,0.588235294,0.25
384,79,0.666666667,0.25
385,79,0.588235294,0.25
386,79,0.666666667,0.25
403,79,0.454545455,0.25
404,79,0.625,0.25
405,79,0.454545455,0.25
406,79,0.625,0.25
407,79,0.666666667,0.25
408,79,0.714285714,0.25
409,79,0.666666667,0.25
410,79,0.714285714,0.25
412,79,1.0,0.25
414,79,1.0,0.25
432,79,0.714285714,0.25
434,79,0.714285714,0.25
435,79,0.526315789,0.25
436,79,0.714285714,0.25
437,79,0.526315789,0.25
438,79,0.714285714,0.25
439,79,0.666666667,0.25
440,79,0.714285714,0.25
441,79,0.666666667,0.25
442,79,0.714285714,0.25
459,79,1.0,0.25
460,79,1.0,0.25
461,79,1.0,0.25
462,79,1.0,0.25
464,79,0.714285714,0.25
466,79,0.714285714,0.25
467,79,0.555555556,0.25
468,79,0.714285714,0.25
469,79,0.555555556,0.25
470,79,0.714285714,0.25
487,79,0.714285714,0.25
488,79,0.714285714,0.25
489,79,0.714285714,0.25
490,79,0.714285714,0.25
491,79,1.0,0.25
492,79,1.0,0.25
493,79,1.0,0.25
494,79,1.0,0.25
495,79,0.555555556,0.25
496,79,0.769230769,0.25
497,79,0.555555556,0.25
498,79,0.769230769,0.25
515,79,0.769230769,0.25
516,79,0.769230769,0.25
517,79,0.769230769,0.25
518,79,0.769230769,0.25
519,79,0.769230769,0.25
520,79,0.769230769,0.25
521,79,0.769230769,0.25
522,79,0.769230769,0.25
523,79,1.0,0.25
524,79,1.0,0.25
525,79,1.0,0.25
526,79,1.0,0.25
338,79,0.476190476,0.736842105
374,79,0.588235294,1.0
391,79,0.666666667,0.666666667
392,79,0.714285714,0.933333333
427,79,1.0,0.923076923
428,79,1.0,0.923076923
445,79,1.0,0.705882353
446,79,1.0,0.923076923
481,79,0.714285714,0.705882353
482,79,0.714285714,0.857142857
499,79,0.555555556,0.705882353
500,79,0.769230769,0.857142857
340,79,0.526315789,0.875
342,79,0.5,0.875
359,79,0.666666667,0.285714286
360,79,0.714285714,0.636363636
361,79,0.666666667,0.285714286
362,79,0.714285714,0.608695652
387,79,0.588235294,0.666666667
400,79,0.588235294,1.0
402,79,0.625,1.0
419,79,0.666666667,0.4
420,79,0.769230769,0.666666667
421,79,0.666666667,0.4
422,79,0.769230769,0.666666667
479,79,0.714285714,0.705882353
480,79,0.714285714,0.857142857
501,79,0.555555556,0.705882353
502,79,0.769230769,0.923076923
336,79,0.5,0.736842105
447,79,0.714285714,0.666666667
429,79,1.0,0.923076923
449,79,0.714285714,0.705882353
471,79,0.714285714,0.428571429
473,79,0.714285714,0.428571429
311,79,0.5,0.636363636
313,79,0.5,0.636363636
393,79,0.666666667,0.7
475,79,1.0,0.461538462
343,79,0.588235294,1.0
366,79,1.0,0.636363636
370,79,0.555555556,0.875
397,79,1.0,0.777777778
398,79,1.0,0.933333333
416,79,0.769230769,0.666666667
418,79,0.769230769,0.666666667
444,79,1.0,0.923076923
448,79,0.769230769,0.923076923
450,79,0.769230769,0.923076923
452,79,0.769230769,0.923076923
454,79,0.769230769,0.923076923
455,79,0.714285714,0.923076923
456,79,0.769230769,0.923076923
457,79,0.714285714,0.923076923
458,79,0.769230769,0.923076923
478,79,1.0,0.705882353
484,79,0.714285714,0.923076923
486,79,0.714285714,0.923076923
451,79,0.714285714,0.8
483,79,0.714285714,0.923076923
503,79,0.769230769,0.705882353
505,79,0.769230769,0.705882353
346,79,0.666666667,1.0
395,79,1.0,0.777777778
426,79,0.769230769,0.857142857
430,79,1.0,0.923076923
504,79,0.769230769,0.857142857
506,79,0.769230769,0.923076923
368,79,0.555555556,0.875
507,79,1.0,0.75
509,79,1.0,0.75
508,79,1.0,0.857142857
510,79,1.0,0.923076923
511,79,0.769230769,0.923076923
513,79,0.769230769,0.923076923
344,79,0.666666667,1.0
372,79,0.588235294,1.0
334,79,1.0,0.666666667
390,79,0.666666667,0.933333333
364,79,1.0,0.666666667
396,79,1.0,0.933333333
443,79,1.0,0.666666667
474,79,0.714285714,0.705882353
476,79,1.0,0.705882353
512,79,0.769230769,0.923076923
514,79,0.769230769,0.923076923
472,79,0.714285714,0.705882353
331,79,1.0,0.141414141
333,79,1.0,0.14893617
388,79,0.666666667,0.933333333
332,79,1.0,0.636363636
394,79,0.714285714,0.933333333
312,79,0.625,0.823529412
314,79,0.625,0.823529412
424,79,0.769230769,0.857142857
317,79,1.0,1.0
318,79,1.0,1.0
315,79,1.0,1.0
316,79,1.0,1.0
465,222,0.714285714,0.25
363,222,0.571428571,0.368421053
367,222,0.571428571,0.736842105
369,222,0.909090909,0.736842105
415,222,0.434782609,0.363636364
323,222,0.303030303,0.25
335,222,0.909090909,0.378378378
371,222,0.8,1.0
399,222,0.571428571,1.0
401,222,0.666666667,1.0
411,222,0.384615385,0.25
327,222,0.588235294,0.25
389,222,0.8,0.7
325,222,0.666666667,0.25
477,222,0.909090909,0.48
365,222,0.666666667,0.368421053
321,222,0.342857143,0.25
351,222,0.909090909,0.25
353,222,0.8,0.25
417,222,0.363636364,0.352941176
431,222,0.571428571,0.25
433,222,0.714285714,0.25
453,222,0.4,0.8
485,222,0.380952381,0.923076923
379,222,0.37037037,0.25
308,222,0.444444444,0.466666667
310,222,0.384615385,0.466666667
329,222,0.75,0.25
423,222,0.909090909,0.75
425,222,0.8,0.75
413,222,0.32,0.25
322,222,0.857142857,0.25
324,222,0.769230769,0.25
326,222,0.857142857,0.25
328,222,0.769230769,0.25
330,222,0.857142857,0.25
347,222,0.625,0.25
348,222,0.769230769,0.25
349,222,0.533333333,0.25
350,222,0.666666667,0.25
352,222,0.909090909,0.25
354,222,0.8,0.25
357,222,0.666666667,0.25
358,222,0.769230769,0.25
376,222,0.555555556,0.25
378,222,0.533333333,0.25
380,222,0.625,0.25
382,222,0.615384615,0.25
383,222,0.625,0.25
384,222,0.769230769,0.25
385,222,0.533333333,0.25
386,222,0.666666667,0.25
403,222,0.571428571,0.25
404,222,0.666666667,0.25
405,222,0.909090909,0.25
406,222,0.909090909,0.25
407,222,0.8,0.25
408,222,0.8,0.25
412,222,0.625,0.25
414,222,0.615384615,0.25
432,222,0.666666667,0.25
434,222,0.769230769,0.25
435,222,0.615384615,0.25
436,222,0.666666667,0.25
437,222,0.714285714,0.25
438,222,0.769230769,0.25
439,222,0.615384615,0.25
440,222,0.666666667,0.25
441,222,0.909090909,0.25
442,222,0.909090909,0.25
459,222,0.909090909,0.25
460,222,0.909090909,0.25
461,222,0.8,0.25
462,222,0.8,0.25
466,222,0.769230769,0.25
467,222,0.571428571,0.25
468,222,0.666666667,0.25
469,222,0.714285714,0.25
470,222,0.769230769,0.25
487,222,0.526315789,0.25
488,222,0.769230769,0.25
489,222,0.444444444,0.25
490,222,0.666666667,0.25
491,222,0.714285714,0.25
492,222,0.769230769,0.25
