model,f1_score,groundtruth_f1_score,dataset
366,0.6627873642230022,0.909090909,93
370,0.6827897259991069,0.588235294,93
397,0.7470049660231081,0.909090909,93
398,0.7923887763943894,0.909090909,93
416,0.6780524060281865,0.769230769,93
418,0.6589977803130076,0.769230769,93
444,0.7977480470324003,0.909090909,93
448,0.7840859712496047,0.769230769,93
450,0.7614021467327173,0.769230769,93
452,0.7957933974288846,0.769230769,93
454,0.7738947138870987,0.769230769,93
455,0.8512988487681772,0.714285714,93
456,0.8385921706769839,0.769230769,93
457,0.8285294960411658,0.714285714,93
458,0.8147106629754169,0.769230769,93
478,0.7060034190291596,0.666666667,93
484,0.8134813461509836,0.545454545,93
486,0.7900536200142583,0.545454545,93
451,0.7324205383968427,0.666666667,93
483,0.8170117719160814,0.428571429,93
503,0.6707466152105793,0.428571429,93
505,0.6501486365411279,0.428571429,93
346,0.7990371256337668,0.666666667,93
395,0.7659884500664232,0.909090909,93
426,0.7331000766553848,0.769230769,93
430,0.8089069103162985,0.909090909,93
504,0.7738676229367991,0.461538462,93
506,0.751045309631653,0.461538462,93
368,0.6974341839835158,0.555555556,93
507,0.7339566292187213,0.666666667,93
509,0.7118713852766609,0.666666667,93
508,0.7978137459038057,0.666666667,93
510,0.7735673968715112,0.666666667,93
511,0.8212141016998761,0.461538462,93
513,0.797363572016746,0.461538462,93
344,0.8228865799502433,0.666666667,93
372,0.8003760239921045,0.588235294,93
334,0.6592191842277224,1.0,93
390,0.7349393218237869,0.769230769,93
364,0.6772624648900015,0.909090909,93
396,0.813054886360457,0.909090909,93
443,0.706122649181567,0.909090909,93
474,0.6680529987388002,0.5,93
476,0.7273936927463746,0.666666667,93
512,0.8148720649693371,0.5,93
514,0.7909202433274223,0.5,93
472,0.6867105135878048,0.5,93
331,0.44406778530128,1.0,93
333,0.4360178304841645,1.0,93
388,0.7577737032800318,0.769230769,93
332,0.6699220280917709,1.0,93
394,0.750583932353932,0.769230769,93
312,0.7636057355801467,0.666666667,93
314,0.7489058957194346,0.666666667,93
424,0.7527485179459379,0.769230769,93
317,0.879842417332703,1.0,93
318,0.8743567462645473,1.0,93
315,0.9064602577454253,1.0,93
316,0.901681363357894,1.0,93
585,0.24901220862979515,0.3,146
367,0.5595270487985284,0.588235294,146
369,0.5471029514609042,0.5,146
415,0.5124619397467819,0.303030303,146
371,0.752835747752501,0.909090909,146
399,0.6885943480285744,0.909090909,146
401,0.6680321840792056,0.8,146
389,0.5902178540430005,0.380952381,146
477,0.5856446712415286,0.307692308,146
373,0.7310753627938066,0.8,146
453,0.7118493469917564,0.615384615,146
485,0.7945143868655717,0.8,146
589,0.26805713400393155,0.315789474,146
308,0.42941600049535467,0.428571429,146
310,0.42211464833960977,0.384615385,146
423,0.6585590309541764,0.666666667,146
425,0.6414702334120888,0.571428571,146
345,0.736110030983434,0.909090909,146
341,0.5045176149455394,0.555555556,146
555,0.48533440746194356,0.5,146
556,0.5420426312292748,0.615384615,146
557,0.467004788574088,0.375,146
558,0.5261633539195218,0.5,146
564,0.5352118355464498,0.666666667,146
566,0.5217395531741358,0.545454545,146
568,0.5585283176879037,0.8,146
570,0.5439292040910718,0.666666667,146
338,0.632951315593521,0.5,146
374,0.7777992002529457,0.8,146
391,0.658731024207644,0.476190476,146
392,0.7695906877870499,0.625,146
427,0.82310274148526,0.909090909,146
428,0.8340966985498556,0.909090909,146
445,0.6776090939909345,0.444444444,146
446,0.7714808157210948,0.615384615,146
481,0.6245560324817454,0.571428571,146
482,0.6771038702193239,0.615384615,146
499,0.6000436723801759,0.555555556,146
500,0.7085527993327041,0.666666667,146
535,0.47943132621995777,0.571428571,146
536,0.5146139130337329,0.615384615,146
339,0.5175993827240759,0.631578947,146
340,0.6842561777129715,0.75,146
342,0.6691029745490221,0.666666667,146
360,0.5758307690309501,0.476190476,146
362,0.5630222559557108,0.421052632,146
387,0.6126344411525546,0.476190476,146
400,0.741440152990352,0.909090909,146
402,0.7199388739327056,0.8,146
419,0.4672601601326519,0.344827586,146
420,0.620261491534644,0.666666667,146
422,0.6031495285943085,0.571428571,146
479,0.6426308097122092,0.666666667,146
480,0.695952773478119,0.714285714,146
501,0.5764194917198251,0.444444444,146
502,0.6890807936085316,0.571428571,146
539,0.5132506241887588,0.8,146
540,0.5005155023999113,0.8,146
541,0.5010679686548849,0.666666667,146
542,0.48828717028355034,0.666666667,146
559,0.40776485123550354,0.5,146
560,0.46764499035023765,0.615384615,146
561,0.394771987894424,0.375,146
562,0.4557697746901912,0.5,146
641,0.2784184920634506,0.333333333,146
527,0.32924947708267654,0.347826087,146
336,0.6477451185938892,0.571428571,146
645,0.29356525259991584,0.352941176,146
447,0.6829781019945523,0.555555556,146
429,0.800290742077145,0.8,146
531,0.34834503458022403,0.363636364,146
449,0.6605067127532446,0.444444444,146
471,0.5296289670313524,0.37037037,146
311,0.6415499383686554,0.6,146
313,0.6274761929289613,0.526315789,146
393,0.6418567500292511,0.380952381,146
475,0.6029962129674857,0.384615385,146
343,0.7584573043815804,1.0,146
583,0.2597733268884084,0.4,146
613,0.366423654730312,0.4,146
617,0.3714439424399939,0.4,146
366,0.6627873642230022,0.470588235,146
370,0.6827897259991069,0.571428571,146
397,0.7470049660231081,0.533333333,146
398,0.7923887763943894,0.615384615,146
416,0.6780524060281865,0.625,146
418,0.6589977803130076,0.5,146
444,0.7977480470324003,0.714285714,146
448,0.7840859712496047,0.714285714,146
450,0.7614021467327173,0.615384615,146
452,0.7957933974288846,0.769230769,146
454,0.7738947138870987,0.666666667,146
455,0.8512988487681772,0.909090909,146
456,0.8385921706769839,0.909090909,146
457,0.8285294960411658,0.8,146
458,0.8147106629754169,0.8,146
478,0.7060034190291596,0.533333333,146
484,0.8134813461509836,0.909090909,146
486,0.7900536200142583,0.8,146
528,0.4519817718630653,0.615384615,146
530,0.44296378880521853,0.5,146
532,0.4566838360115371,0.615384615,146
534,0.4484603524866074,0.5,146
537,0.4706042468480354,0.461538462,146
538,0.5045666779672692,0.5,146
563,0.4943586119103568,0.615384615,146
565,0.47910675450225765,0.5,146
567,0.5682926373654691,0.8,146
569,0.5545266741042878,0.666666667,146
451,0.7324205383968427,0.714285714,146
483,0.8170117719160814,0.909090909,146
503,0.6707466152105793,0.555555556,146
505,0.6501486365411279,0.444444444,146
587,0.2761338891517343,0.421052632,146
346,0.7990371256337668,0.909090909,146
395,0.7659884500664232,0.625,146
669,0.3733742404929866,0.428571429,146
673,0.3769272077869445,0.428571429,146
426,0.7331000766553848,0.615384615,146
430,0.8089069103162985,0.8,146
504,0.7738676229367991,0.666666667,146
506,0.751045309631653,0.571428571,146
368,0.6974341839835158,0.666666667,146
507,0.7339566292187213,0.714285714,146
509,0.7118713852766609,0.615384615,146
639,0.28916501595603117,0.444444444,146
508,0.7978137459038057,0.769230769,146
510,0.7735673968715112,0.666666667,146
511,0.8212141016998761,0.909090909,146
513,0.797363572016746,0.8,146
649,0.37562971787169436,0.461538462,146
344,0.8228865799502433,1.0,146
372,0.8003760239921045,0.909090909,146
643,0.3011372005777529,0.470588235,146
334,0.6592191842277224,0.476190476,146
390,0.7349393218237869,0.533333333,146
364,0.6772624648900015,0.526315789,146
396,0.813054886360457,0.714285714,146
443,0.706122649181567,0.555555556,146
474,0.6680529987388002,0.533333333,146
476,0.7273936927463746,0.625,146
512,0.8148720649693371,0.909090909,146
514,0.7909202433274223,0.8,146
472,0.6867105135878048,0.625,146
388,0.7577737032800318,0.625,146
586,0.36620690627456937,0.5,146
590,0.37321319810063897,0.5,146
593,0.3720129414690582,0.5,146
677,0.3977073823794385,0.5,146
332,0.6699220280917709,0.52173913,146
584,0.3721374181356625,0.615384615,146
394,0.750583932353932,0.533333333,146
611,0.3818144046505993,0.533333333,146
615,0.38374544336154354,0.533333333,146
312,0.7636057355801467,0.705882353,146
314,0.7489058957194346,0.625,146
594,0.4048063208753735,0.545454545,146
614,0.4202730587736644,0.545454545,146
618,0.4222857113522873,0.545454545,146
621,0.396316298003002,0.545454545,146
642,0.3777523769881883,0.545454545,146
646,0.38129971367462284,0.545454545,146
650,0.40304635655424936,0.545454545,146
424,0.7527485179459379,0.714285714,146
317,0.879842417332703,0.909090909,146
318,0.8743567462645473,0.909090909,146
591,0.3800256778596758,0.615384615,146
647,0.3847776195472073,0.571428571,146
588,0.37888177985559046,0.615384615,146
667,0.3891686606351624,0.571428571,146
671,0.38948792381535025,0.571428571,146
640,0.38528115891751025,0.666666667,146
644,0.3879996846473277,0.666666667,146
622,0.42915591463728175,0.6,146
670,0.4205522021878947,0.6,146
674,0.4214440158550051,0.6,146
678,0.426675206408934,0.6,146
675,0.41104279828649426,0.615384615,146
592,0.4133968428358884,0.666666667,146
648,0.4123749527205751,0.666666667,146
315,0.9064602577454253,1.0,146
316,0.901681363357894,1.0,146
619,0.40865427813948685,0.666666667,146
597,0.4593919687003292,0.666666667,146
598,0.44651545241490354,0.666666667,146
612,0.4341201003444608,0.666666667,146
616,0.4352678529055467,0.666666667,146
625,0.46047267256474617,0.666666667,146
626,0.4470375393040191,0.666666667,146
653,0.4582898079989418,0.666666667,146
654,0.4447503588817824,0.666666667,146
681,0.4581501639199955,0.666666667,146
682,0.4446301886602545,0.666666667,146
620,0.4416628182877432,0.727272727,146
668,0.434168513114029,0.727272727,146
672,0.43419542676360245,0.727272727,146
676,0.43951187029568084,0.727272727,146
596,0.45920507779862624,0.8,146
624,0.4603858154188688,0.8,146
652,0.4574528408188632,0.8,146
680,0.45797846477510423,0.8,146
595,0.4721051144164593,0.8,146
623,0.47317731863991896,0.8,146
651,0.47099445407411455,0.8,146
679,0.4708524298084281,0.8,146
585,0.24901220862979515,0.454545455,161
363,0.5202483578302788,0.3,161
367,0.5595270487985284,0.705882353,161
369,0.5471029514609042,0.705882353,161
415,0.5124619397467819,0.363636364,161
335,0.3756807602517913,0.304347826,161
337,0.36317495106634523,0.304347826,161
371,0.752835747752501,0.923076923,161
399,0.6885943480285744,0.923076923,161
401,0.6680321840792056,0.923076923,161
389,0.5902178540430005,0.545454545,161
477,0.5856446712415286,0.545454545,161
365,0.5074199052559775,0.307692308,161
373,0.7310753627938066,0.923076923,161
417,0.4937427453077078,0.363636364,161
453,0.7118493469917564,0.8,161
485,0.7945143868655717,0.923076923,161
589,0.26805713400393155,0.5,161
308,0.42941600049535467,0.482758621,161
310,0.42211464833960977,0.5,161
423,0.6585590309541764,0.8,161
425,0.6414702334120888,0.8,161
345,0.736110030983434,1.0,161
341,0.5045176149455394,0.777777778,161
555,0.48533440746194356,0.625,161
556,0.5420426312292748,0.833333333,161
557,0.467004788574088,0.625,161
558,0.5261633539195218,0.833333333,161
564,0.5352118355464498,0.833333333,161
566,0.5217395531741358,0.833333333,161
568,0.5585283176879037,0.833333333,161
570,0.5439292040910718,0.833333333,161
338,0.632951315593521,0.636363636,161
374,0.7777992002529457,0.923076923,161
391,0.658731024207644,0.571428571,161
392,0.7695906877870499,0.8,161
427,0.82310274148526,0.923076923,161
428,0.8340966985498556,0.923076923,161
445,0.6776090939909345,0.705882353,161
446,0.7714808157210948,0.923076923,161
481,0.6245560324817454,0.8,161
482,0.6771038702193239,0.923076923,161
499,0.6000436723801759,0.705882353,161
500,0.7085527993327041,0.923076923,161
535,0.47943132621995777,0.714285714,161
536,0.5146139130337329,0.833333333,161
339,0.5175993827240759,0.777777778,161
340,0.6842561777129715,0.875,161
342,0.6691029745490221,0.875,161
360,0.5758307690309501,0.666666667,161
362,0.5630222559557108,0.666666667,161
387,0.6126344411525546,0.545454545,161
400,0.741440152990352,0.923076923,161
402,0.7199388739327056,0.923076923,161
419,0.4672601601326519,0.413793103,161
420,0.620261491534644,0.705882353,161
421,0.4536367037865682,0.444444444,161
422,0.6031495285943085,0.75,161
479,0.6426308097122092,0.8,161
480,0.695952773478119,0.923076923,161
501,0.5764194917198251,0.705882353,161
502,0.6890807936085316,0.923076923,161
539,0.5132506241887588,0.833333333,161
540,0.5005155023999113,0.833333333,161
541,0.5010679686548849,0.833333333,161
542,0.48828717028355034,0.833333333,161
559,0.40776485123550354,0.625,161
560,0.46764499035023765,0.833333333,161
561,0.394771987894424,0.625,161
562,0.4557697746901912,0.833333333,161
641,0.2784184920634506,0.526315789,161
527,0.32924947708267654,0.434782609,161
529,0.3184550497955386,0.454545455,161
336,0.6477451185938892,0.636363636,161
645,0.29356525259991584,0.555555556,161
447,0.6829781019945523,0.705882353,161
429,0.800290742077145,0.923076923,161
531,0.34834503458022403,0.434782609,161
449,0.6605067127532446,0.705882353,161
471,0.5296289670313524,0.428571429,161
473,0.5119107609534097,0.444444444,161
311,0.6415499383686554,0.777777778,161
313,0.6274761929289613,0.777777778,161
393,0.6418567500292511,0.571428571,161
475,0.6029962129674857,0.52173913,161
343,0.7584573043815804,1.0,161
583,0.2597733268884084,0.454545455,161
613,0.366423654730312,0.666666667,161
617,0.3714439424399939,0.666666667,161
366,0.6627873642230022,0.666666667,161
370,0.6827897259991069,0.8,161
397,0.7470049660231081,0.705882353,161
398,0.7923887763943894,0.8,161
416,0.6780524060281865,0.631578947,161
418,0.6589977803130076,0.666666667,161
444,0.7977480470324003,0.923076923,161
448,0.7840859712496047,0.923076923,161
450,0.7614021467327173,0.923076923,161
452,0.7957933974288846,0.923076923,161
454,0.7738947138870987,0.923076923,161
455,0.8512988487681772,0.923076923,161
456,0.8385921706769839,0.923076923,161
457,0.8285294960411658,0.923076923,161
458,0.8147106629754169,0.923076923,161
478,0.7060034190291596,0.857142857,161
484,0.8134813461509836,0.923076923,161
486,0.7900536200142583,0.923076923,161
528,0.4519817718630653,0.769230769,161
530,0.44296378880521853,0.769230769,161
532,0.4566838360115371,0.769230769,161
534,0.4484603524866074,0.769230769,161
537,0.4706042468480354,0.714285714,161
538,0.5045666779672692,0.833333333,161
563,0.4943586119103568,0.714285714,161
565,0.47910675450225765,0.714285714,161
567,0.5682926373654691,0.833333333,161
569,0.5545266741042878,0.833333333,161
533,0.33995075466301594,0.476190476,161
451,0.7324205383968427,0.8,161
483,0.8170117719160814,0.923076923,161
503,0.6707466152105793,0.705882353,161
505,0.6501486365411279,0.705882353,161
587,0.2761338891517343,0.526315789,161
346,0.7990371256337668,1.0,161
395,0.7659884500664232,0.705882353,161
669,0.3733742404929866,0.666666667,161
673,0.3769272077869445,0.666666667,161
426,0.7331000766553848,0.923076923,161
430,0.8089069103162985,0.923076923,161
504,0.7738676229367991,0.923076923,161
506,0.751045309631653,0.923076923,161
368,0.6974341839835158,0.8,161
507,0.7339566292187213,0.8,161
509,0.7118713852766609,0.8,161
639,0.28916501595603117,0.555555556,161
508,0.7978137459038057,0.923076923,161
510,0.7735673968715112,0.923076923,161
511,0.8212141016998761,0.923076923,161
513,0.797363572016746,0.923076923,161
649,0.37562971787169436,0.714285714,161
344,0.8228865799502433,1.0,161
372,0.8003760239921045,0.923076923,161
643,0.3011372005777529,0.555555556,161
334,0.6592191842277224,0.583333333,161
390,0.7349393218237869,0.8,161
364,0.6772624648900015,0.666666667,161
396,0.813054886360457,0.8,161
443,0.706122649181567,0.705882353,161
474,0.6680529987388002,0.857142857,161
476,0.7273936927463746,0.857142857,161
512,0.8148720649693371,0.923076923,161
514,0.7909202433274223,0.923076923,161
472,0.6867105135878048,0.857142857,161
388,0.7577737032800318,0.8,161
586,0.36620690627456937,0.769230769,161
590,0.37321319810063897,0.769230769,161
593,0.3720129414690582,0.769230769,161
677,0.3977073823794385,0.714285714,161
332,0.6699220280917709,0.583333333,161
584,0.3721374181356625,0.769230769,161
394,0.750583932353932,0.8,161
611,0.3818144046505993,0.666666667,161
615,0.38374544336154354,0.666666667,161
312,0.7636057355801467,0.875,161
314,0.7489058957194346,0.875,161
594,0.4048063208753735,0.833333333,161
614,0.4202730587736644,0.833333333,161
618,0.4222857113522873,0.833333333,161
621,0.396316298003002,0.769230769,161
642,0.3777523769881883,0.769230769,161
646,0.38129971367462284,0.769230769,161
650,0.40304635655424936,0.833333333,161
424,0.7527485179459379,0.923076923,161
317,0.879842417332703,1.0,161
318,0.8743567462645473,1.0,161
591,0.3800256778596758,0.769230769,161
647,0.3847776195472073,0.714285714,161
588,0.37888177985559046,0.769230769,161
667,0.3891686606351624,0.666666667,161
671,0.38948792381535025,0.666666667,161
640,0.38528115891751025,0.769230769,161
644,0.3879996846473277,0.769230769,161
622,0.42915591463728175,0.833333333,161
670,0.4205522021878947,0.833333333,161
674,0.4214440158550051,0.833333333,161
678,0.426675206408934,0.833333333,161
675,0.41104279828649426,0.714285714,161
592,0.4133968428358884,0.833333333,161
648,0.4123749527205751,0.833333333,161
315,0.9064602577454253,1.0,161
316,0.901681363357894,1.0,161
619,0.40865427813948685,0.769230769,161
597,0.4593919687003292,0.833333333,161
598,0.44651545241490354,0.833333333,161
612,0.4341201003444608,0.833333333,161
616,0.4352678529055467,0.833333333,161
625,0.46047267256474617,0.833333333,161
626,0.4470375393040191,0.833333333,161
653,0.4582898079989418,0.833333333,161
654,0.4447503588817824,0.833333333,161
681,0.4581501639199955,0.833333333,161
682,0.4446301886602545,0.833333333,161
620,0.4416628182877432,0.833333333,161
668,0.434168513114029,0.833333333,161
672,0.43419542676360245,0.833333333,161
676,0.43951187029568084,0.833333333,161
596,0.45920507779862624,0.833333333,161
624,0.4603858154188688,0.833333333,161
652,0.4574528408188632,0.833333333,161
680,0.45797846477510423,0.833333333,161
595,0.4721051144164593,0.833333333,161
623,0.47317731863991896,0.833333333,161
651,0.47099445407411455,0.833333333,161
679,0.4708524298084281,0.833333333,161
463,0.35534819626353276,0.555555556,79
465,0.35051595886196524,0.555555556,79
363,0.5202483578302788,1.0,79
367,0.5595270487985284,0.303030303,79
369,0.5471029514609042,0.303030303,79
415,0.5124619397467819,0.666666667,79
323,0.3953076357737003,0.4,79
371,0.752835747752501,0.333333333,79
399,0.6885943480285744,0.4,79
401,0.6680321840792056,0.416666667,79
411,0.48866695574391017,1.0,79
327,0.4589369263502869,0.555555556,79
389,0.5902178540430005,0.588235294,79
325,0.39180620182609804,0.4,79
477,0.5856446712415286,1.0,79
365,0.5074199052559775,1.0,79
373,0.7310753627938066,0.333333333,79
351,0.46480349855692893,0.555555556,79
353,0.45771234012071105,0.555555556,79
417,0.4937427453077078,0.666666667,79
431,0.3896721922663288,0.5,79
433,0.38387590192439547,0.5,79
453,0.7118493469917564,0.714285714,79
485,0.7945143868655717,0.714285714,79
379,0.43787070324953226,1.0,79
308,0.42941600049535467,0.37037037,79
310,0.42211464833960977,0.37037037,79
329,0.45385710134056023,0.555555556,79
423,0.6585590309541764,0.714285714,79
425,0.6414702334120888,0.714285714,79
413,0.48224777863408946,1.0,79
345,0.736110030983434,0.588235294,79
291,0.4236225952407133,0.333333333,79
292,0.2957609945353921,0.333333333,79
293,0.4180212321563503,0.333333333,79
294,0.29569443145080404,0.333333333,79
295,0.4167513855038991,0.333333333,79
296,0.2956240399445146,0.333333333,79
297,0.4170463726620895,0.333333333,79
298,0.2956240521938165,0.333333333,79
299,0.3998796066716251,0.333333333,79
300,0.2738796376455182,0.333333333,79
301,0.3923088721796019,0.333333333,79
302,0.2683063200138619,0.333333333,79
320,0.4104968097615222,0.476190476,79
322,0.4080975384512156,0.476190476,79
324,0.4720345269953655,0.555555556,79
326,0.46688659674341143,0.555555556,79
328,0.4859082147780168,0.625,79
330,0.48043558276040754,0.625,79
347,0.4349174056728969,1.0,79
348,0.4829166506356023,1.0,79
349,0.42852105081813097,1.0,79
350,0.47572610425721396,1.0,79
352,0.48735488717303993,0.666666667,79
354,0.4818075659424981,0.666666667,79
355,0.48734053782012754,0.555555556,79
356,0.49559718246800016,0.666666667,79
357,0.4820759101362205,0.555555556,79
358,0.491004833925967,0.666666667,79
375,0.4749104679143912,0.625,79
376,0.48185931084378986,0.666666667,79
377,0.4693484059056539,0.625,79
378,0.47562537025625096,0.666666667,79
380,0.4336606469326452,1.0,79
381,0.4319074274914619,1.0,79
382,0.4273045401167731,1.0,79
383,0.4114481634444668,0.588235294,79
384,0.4594043886654717,0.666666667,79
385,0.4034274184535448,0.588235294,79
386,0.4513461469294892,0.666666667,79
403,0.3883005184827958,0.454545455,79
404,0.44516432689103286,0.625,79
405,0.38476256858729707,0.454545455,79
406,0.44122990921511407,0.625,79
407,0.450100824056997,0.666666667,79
408,0.4647338410156511,0.714285714,79
409,0.4446285479525406,0.666666667,79
410,0.4590330699375052,0.714285714,79
412,0.4874816901448642,1.0,79
414,0.4804251657561952,1.0,79
432,0.4433765774918239,0.714285714,79
434,0.43842321534655354,0.714285714,79
435,0.4310208330661752,0.526315789,79
436,0.4653688260791699,0.714285714,79
437,0.42584794861552433,0.526315789,79
438,0.46038044814784806,0.714285714,79
439,0.4021653074976353,0.666666667,79
440,0.4060611762226409,0.714285714,79
441,0.39969168692018053,0.666666667,79
442,0.40296203504404826,0.714285714,79
459,0.4376980079193903,1.0,79
460,0.4300630750437774,1.0,79
461,0.4322210753533794,1.0,79
462,0.42430966660392294,1.0,79
464,0.4252521155861654,0.714285714,79
466,0.4211530695951529,0.714285714,79
467,0.3805800957952787,0.555555556,79
468,0.4349961267781465,0.714285714,79
469,0.3761402936961663,0.555555556,79
470,0.43046625007383754,0.714285714,79
487,0.4516393992300761,0.714285714,79
488,0.4576509797926608,0.714285714,79
489,0.4476239731452526,0.714285714,79
490,0.4522820882784157,0.714285714,79
491,0.4760694554167403,1.0,79
492,0.4714318944196796,1.0,79
493,0.4707134006914173,1.0,79
494,0.46485393360790817,1.0,79
495,0.4202775276891015,0.555555556,79
496,0.4545567403363118,0.769230769,79
