model,f1_score,groundtruth_f1_score,dataset
461,0.33419157264689203,0.909090909,93
462,0.330580167626574,0.909090909,93
464,0.32122450194964813,0.5,93
466,0.31944279713271806,0.5,93
467,0.3027271344842721,0.352941176,93
468,0.326386529554972,0.5,93
469,0.3006316100263409,0.352941176,93
470,0.3244221924757059,0.5,93
487,0.3342835935692461,0.5,93
488,0.33708460450128963,0.545454545,93
489,0.332329215222567,0.5,93
490,0.33445298778811794,0.545454545,93
491,0.34596256527048985,0.666666667,93
492,0.34369439828721615,0.666666667,93
493,0.34325357518220273,0.666666667,93
494,0.34043719004821393,0.666666667,93
495,0.3125995596881778,0.333333333,93
496,0.3322540271756492,0.461538462,93
497,0.3096149796265766,0.333333333,93
498,0.32962429092787016,0.461538462,93
515,0.3415936173539581,0.461538462,93
516,0.3417115822414576,0.5,93
517,0.3384899930743751,0.461538462,93
518,0.33882606343271626,0.5,93
519,0.31865550956064714,0.461538462,93
520,0.3193268371441411,0.5,93
521,0.31697296373679396,0.461538462,93
522,0.3174150606928414,0.5,93
523,0.34471435191922956,0.666666667,93
524,0.3430062417773364,0.666666667,93
525,0.3422100960349137,0.666666667,93
526,0.3403843148485759,0.666666667,93
289,0.27646483561955937,0.6,93
338,0.6227529674634149,0.526315789,93
374,0.8394817807726068,0.588235294,93
391,0.6277229127657197,0.714285714,93
392,0.7810522815731213,0.769230769,93
427,0.8866757176994738,0.909090909,93
428,0.8759647620431117,0.909090909,93
445,0.6492538560056266,0.909090909,93
446,0.7865388361087329,0.909090909,93
481,0.6599046218765698,0.428571429,93
482,0.7342896821582171,0.545454545,93
499,0.6558540437220877,0.352941176,93
500,0.7901679254445306,0.461538462,93
340,0.7610905076444614,0.555555556,93
342,0.7425211381553944,0.555555556,93
359,0.30457166243203404,0.666666667,93
360,0.5567264870853418,0.714285714,93
361,0.2915348771258107,0.666666667,93
362,0.5410229172924025,0.714285714,93
387,0.6059068056238699,0.666666667,93
400,0.8473277086833036,0.625,93
402,0.819418039895949,0.625,93
419,0.412670412104653,0.666666667,93
420,0.6355902045719201,0.769230769,93
421,0.3969720121656816,0.666666667,93
422,0.6140661800752062,0.769230769,93
479,0.6799488229113025,0.428571429,93
480,0.7569546568216142,0.545454545,93
501,0.6228856645935977,0.352941176,93
502,0.7640469664445337,0.461538462,93
336,0.6365770267578971,0.526315789,93
447,0.6733789378166695,0.666666667,93
429,0.859246036237943,0.909090909,93
449,0.6482015334328585,0.666666667,93
471,0.4520235410747774,0.461538462,93
473,0.43001360177149,0.461538462,93
311,0.6406389037801522,0.6,93
313,0.6260038100429803,0.6,93
393,0.6079745549350672,0.714285714,93
475,0.5084783848949072,0.666666667,93
343,0.8968750613828569,0.625,93
366,0.6060687819841761,0.909090909,93
370,0.7111065465888566,0.588235294,93
397,0.7144801679128759,0.909090909,93
398,0.7937622352431914,0.909090909,93
416,0.6395680712467581,0.769230769,93
418,0.617746285432428,0.769230769,93
444,0.8174288663989273,0.909090909,93
448,0.8114241100148448,0.769230769,93
450,0.7833548386771123,0.769230769,93
452,0.8289611719360328,0.769230769,93
454,0.8018591818710827,0.769230769,93
455,0.8906517341143039,0.714285714,93
456,0.8748188147499891,0.769230769,93
457,0.8632642657824308,0.714285714,93
458,0.8462420078363002,0.769230769,93
478,0.6797382226588472,0.666666667,93
484,0.8647677678941714,0.545454545,93
486,0.8358546620453664,0.545454545,93
451,0.7425651737139478,0.666666667,93
483,0.8780596897486801,0.428571429,93
503,0.6896813766699288,0.428571429,93
505,0.664294903306951,0.428571429,93
346,0.8624820812630944,0.666666667,93
395,0.7339141104820837,0.909090909,93
426,0.7528682878142143,0.769230769,93
430,0.8475636288537682,0.909090909,93
504,0.8145183748421188,0.461538462,93
506,0.7882616216038993,0.461538462,93
368,0.7265321364792916,0.555555556,93
507,0.7547590195675177,0.666666667,93
509,0.7280044227311256,0.666666667,93
508,0.8326273418942753,0.666666667,93
510,0.8052505057805478,0.666666667,93
511,0.8787353556916593,0.461538462,93
513,0.8499846871204317,0.461538462,93
344,0.8918833498986658,0.666666667,93
372,0.866936922367426,0.588235294,93
334,0.5906966082181907,1.0,93
390,0.753359476317756,0.769230769,93
364,0.6209087617150563,0.909090909,93
396,0.8152469879222182,0.909090909,93
443,0.6829757348525181,0.909090909,93
474,0.6573201448020969,0.5,93
476,0.7032739724189958,0.666666667,93
512,0.8649350246008478,0.5,93
514,0.8355064722067194,0.5,93
472,0.6788711877731897,0.5,93
331,0.2566422255233711,1.0,93
333,0.25138038118872963,1.0,93
388,0.7772378194194856,0.769230769,93
332,0.5992819889458503,1.0,93
394,0.7595040014294252,0.769230769,93
312,0.7551024964641779,0.666666667,93
314,0.7399894631760859,0.666666667,93
424,0.7732148800767924,0.769230769,93
317,0.9214202169601792,1.0,93
318,0.8908266981035783,1.0,93
315,0.9511113406598318,1.0,93
316,0.9216377063127523,1.0,93
585,0.3281372596302919,0.3,146
367,0.5994179009725503,0.588235294,146
369,0.5860228598456025,0.5,146
415,0.3948568304585492,0.303030303,146
371,0.854839224905958,0.909090909,146
399,0.8301176867191986,0.909090909,146
401,0.8034252672325835,0.8,146
389,0.5795916345562147,0.380952381,146
477,0.4898338317560955,0.307692308,146
373,0.8278215119508494,0.8,146
453,0.7174211728170106,0.615384615,146
485,0.8500722001131922,0.8,146
589,0.3562688891789657,0.315789474,146
308,0.39371603168062075,0.428571429,146
310,0.38600449185590435,0.384615385,146
423,0.6775818240290047,0.666666667,146
425,0.6583979946972045,0.571428571,146
345,0.868905709879999,0.909090909,146
341,0.599560791721803,0.555555556,146
555,0.5454329183627256,0.5,146
556,0.6337040455891224,0.615384615,146
557,0.5218468731555354,0.375,146
558,0.6137912509797029,0.5,146
564,0.6411420361012097,0.666666667,146
566,0.6233104166508061,0.545454545,146
568,0.67466860955279,0.8,146
570,0.6551614523651592,0.666666667,146
338,0.6227529674634149,0.5,146
374,0.8394817807726068,0.8,146
391,0.6277229127657197,0.476190476,146
392,0.7810522815731213,0.625,146
427,0.8866757176994738,0.909090909,146
428,0.8759647620431117,0.909090909,146
445,0.6492538560056266,0.444444444,146
446,0.7865388361087329,0.615384615,146
481,0.6599046218765698,0.571428571,146
482,0.7342896821582171,0.615384615,146
499,0.6558540437220877,0.555555556,146
500,0.7901679254445306,0.666666667,146
535,0.540667320013376,0.571428571,146
536,0.5956251686561096,0.615384615,146
339,0.6159624453723278,0.631578947,146
340,0.7610905076444614,0.75,146
342,0.7425211381553944,0.666666667,146
360,0.5567264870853418,0.476190476,146
362,0.5410229172924025,0.421052632,146
387,0.6059068056238699,0.476190476,146
400,0.8473277086833036,0.909090909,146
402,0.819418039895949,0.8,146
419,0.412670412104653,0.344827586,146
420,0.6355902045719201,0.666666667,146
422,0.6140661800752062,0.571428571,146
479,0.6799488229113025,0.666666667,146
480,0.7569546568216142,0.714285714,146
501,0.6228856645935977,0.444444444,146
502,0.7640469664445337,0.571428571,146
539,0.6760416327522438,0.8,146
540,0.6557328641060435,0.8,146
541,0.6580518032066377,0.666666667,146
542,0.6377685970962848,0.666666667,146
559,0.5213175362382018,0.5,146
560,0.6094873867757699,0.615384615,146
561,0.5021003939294395,0.375,146
562,0.5918926324460178,0.5,146
641,0.3731200045808245,0.333333333,146
527,0.33846424610946857,0.347826087,146
336,0.6365770267578971,0.571428571,146
645,0.39550298843294956,0.352941176,146
447,0.6733789378166695,0.555555556,146
429,0.859246036237943,0.8,146
531,0.3640384678929326,0.363636364,146
449,0.6482015334328585,0.444444444,146
471,0.4520235410747774,0.37037037,146
311,0.6406389037801522,0.6,146
313,0.6260038100429803,0.526315789,146
393,0.6079745549350672,0.380952381,146
475,0.5084783848949072,0.384615385,146
343,0.8968750613828569,1.0,146
583,0.3438072162382559,0.4,146
613,0.5031800376272629,0.4,146
617,0.5096323812685847,0.4,146
366,0.6060687819841761,0.470588235,146
370,0.7111065465888566,0.571428571,146
397,0.7144801679128759,0.533333333,146
398,0.7937622352431914,0.615384615,146
416,0.6395680712467581,0.625,146
418,0.617746285432428,0.5,146
444,0.8174288663989273,0.714285714,146
448,0.8114241100148448,0.714285714,146
450,0.7833548386771123,0.615384615,146
452,0.8289611719360328,0.769230769,146
454,0.8018591818710827,0.666666667,146
455,0.8906517341143039,0.909090909,146
456,0.8748188147499891,0.909090909,146
457,0.8632642657824308,0.8,146
458,0.8462420078363002,0.8,146
478,0.6797382226588472,0.533333333,146
484,0.8647677678941714,0.909090909,146
486,0.8358546620453664,0.8,146
528,0.5160379542525562,0.615384615,146
530,0.5048288912765695,0.5,146
532,0.5225159101031833,0.615384615,146
534,0.5124623417428906,0.5,146
537,0.5291287988115472,0.461538462,146
538,0.5823989608965912,0.5,146
563,0.584268200980125,0.615384615,146
565,0.564336846713895,0.5,146
567,0.6931002509381375,0.8,146
569,0.6746066101831758,0.666666667,146
451,0.7425651737139478,0.714285714,146
483,0.8780596897486801,0.909090909,146
503,0.6896813766699288,0.555555556,146
505,0.664294903306951,0.444444444,146
587,0.367968574469912,0.421052632,146
346,0.8624820812630944,0.909090909,146
395,0.7339141104820837,0.625,146
669,0.5150980046498469,0.428571429,146
673,0.519786526986493,0.428571429,146
426,0.7528682878142143,0.615384615,146
430,0.8475636288537682,0.8,146
504,0.8145183748421188,0.666666667,146
506,0.7882616216038993,0.571428571,146
368,0.7265321364792916,0.666666667,146
507,0.7547590195675177,0.714285714,146
509,0.7280044227311256,0.615384615,146
639,0.3887102365149907,0.444444444,146
508,0.8326273418942753,0.769230769,146
510,0.8052505057805478,0.666666667,146
511,0.8787353556916593,0.909090909,146
513,0.8499846871204317,0.8,146
649,0.5177728140719645,0.461538462,146
344,0.8918833498986658,1.0,146
372,0.866936922367426,0.909090909,146
643,0.40641935421053427,0.470588235,146
334,0.5906966082181907,0.476190476,146
390,0.753359476317756,0.533333333,146
364,0.6209087617150563,0.526315789,146
396,0.8152469879222182,0.714285714,146
443,0.6829757348525181,0.555555556,146
474,0.6573201448020969,0.533333333,146
476,0.7032739724189958,0.625,146
512,0.8649350246008478,0.909090909,146
514,0.8355064722067194,0.8,146
472,0.6788711877731897,0.625,146
388,0.7772378194194856,0.625,146
586,0.5025102733317789,0.5,146
590,0.5127172738371075,0.5,146
593,0.5119673733507349,0.5,146
677,0.5505813690996251,0.5,146
332,0.5992819889458503,0.52173913,146
584,0.5108685376764434,0.615384615,146
394,0.7595040014294252,0.533333333,146
611,0.5255329213243666,0.533333333,146
615,0.5274802713953042,0.533333333,146
312,0.7551024964641779,0.705882353,146
314,0.7399894631760859,0.625,146
594,0.5595903754193113,0.545454545,146
614,0.5829159127329517,0.545454545,146
618,0.5849396364070408,0.545454545,146
621,0.5463882582476693,0.545454545,146
642,0.5208005685584455,0.545454545,146
646,0.5259525509767398,0.545454545,146
650,0.5583793775063045,0.545454545,146
424,0.7732148800767924,0.714285714,146
317,0.9214202169601792,0.909090909,146
318,0.8908266981035783,0.909090909,146
591,0.5234902001640132,0.615384615,146
647,0.5309822393653523,0.571428571,146
588,0.52069989748294,0.615384615,146
667,0.5380429055341027,0.571428571,146
671,0.5380114282824793,0.571428571,146
640,0.5315394653265357,0.666666667,146
644,0.5354571745485426,0.666666667,146
622,0.5950146470235831,0.6,146
670,0.5844273057498945,0.6,146
674,0.585695418007823,0.6,146
678,0.5934523398835384,0.6,146
675,0.569994833639149,0.615384615,146
592,0.5719267037511396,0.666666667,146
648,0.5717909642692189,0.666666667,146
315,0.9511113406598318,1.0,146
316,0.9216377063127523,1.0,146
619,0.5643337318620514,0.666666667,146
597,0.6416641935255804,0.666666667,146
598,0.6215000019318435,0.666666667,146
612,0.6030726984704785,0.666666667,146
616,0.603824253993636,0.666666667,146
625,0.6422807828850171,0.666666667,146
626,0.6218065709541433,0.666666667,146
653,0.6403494604345071,0.666666667,146
654,0.6200739432653233,0.666666667,146
681,0.6403735320937047,0.666666667,146
682,0.6201031922642555,0.666666667,146
620,0.6131763902669324,0.727272727,146
668,0.6042125022963478,0.727272727,146
672,0.6042084464033446,0.727272727,146
676,0.6120874459500787,0.727272727,146
596,0.6398804686709539,0.8,146
624,0.6411744549467723,0.8,146
652,0.6384540723661324,0.8,146
680,0.6394710762568845,0.8,146
595,0.6600973728155957,0.8,146
623,0.6607135458363592,0.8,146
651,0.6587822233858492,0.8,146
679,0.6588070765906785,0.8,146
585,0.3281372596302919,0.454545455,161
363,0.38940409242506,0.3,161
367,0.5994179009725503,0.705882353,161
369,0.5860228598456025,0.705882353,161
415,0.3948568304585492,0.363636364,161
335,0.3383873738665799,0.304347826,161
337,0.32695294865520874,0.304347826,161
371,0.854839224905958,0.923076923,161
399,0.8301176867191986,0.923076923,161
401,0.8034252672325835,0.923076923,161
389,0.5795916345562147,0.545454545,161
477,0.4898338317560955,0.545454545,161
365,0.37705036311881657,0.307692308,161
373,0.8278215119508494,0.923076923,161
417,0.3763692008561704,0.363636364,161
453,0.7174211728170106,0.8,161
485,0.8500722001131922,0.923076923,161
589,0.3562688891789657,0.5,161
308,0.39371603168062075,0.482758621,161
310,0.38600449185590435,0.5,161
423,0.6775818240290047,0.8,161
425,0.6583979946972045,0.8,161
345,0.868905709879999,1.0,161
341,0.599560791721803,0.777777778,161
555,0.5454329183627256,0.625,161
556,0.6337040455891224,0.833333333,161
557,0.5218468731555354,0.625,161
558,0.6137912509797029,0.833333333,161
564,0.6411420361012097,0.833333333,161
566,0.6233104166508061,0.833333333,161
568,0.67466860955279,0.833333333,161
570,0.6551614523651592,0.833333333,161
338,0.6227529674634149,0.636363636,161
374,0.8394817807726068,0.923076923,161
391,0.6277229127657197,0.571428571,161
392,0.7810522815731213,0.8,161
427,0.8866757176994738,0.923076923,161
428,0.8759647620431117,0.923076923,161
445,0.6492538560056266,0.705882353,161
446,0.7865388361087329,0.923076923,161
481,0.6599046218765698,0.8,161
482,0.7342896821582171,0.923076923,161
499,0.6558540437220877,0.705882353,161
500,0.7901679254445306,0.923076923,161
535,0.540667320013376,0.714285714,161
536,0.5956251686561096,0.833333333,161
339,0.6159624453723278,0.777777778,161
340,0.7610905076444614,0.875,161
342,0.7425211381553944,0.875,161
360,0.5567264870853418,0.666666667,161
362,0.5410229172924025,0.666666667,161
387,0.6059068056238699,0.545454545,161
400,0.8473277086833036,0.923076923,161
402,0.819418039895949,0.923076923,161
419,0.412670412104653,0.413793103,161
420,0.6355902045719201,0.705882353,161
421,0.3969720121656816,0.444444444,161
422,0.6140661800752062,0.75,161
479,0.6799488229113025,0.8,161
480,0.7569546568216142,0.923076923,161
501,0.6228856645935977,0.705882353,161
502,0.7640469664445337,0.923076923,161
539,0.6760416327522438,0.833333333,161
540,0.6557328641060435,0.833333333,161
541,0.6580518032066377,0.833333333,161
542,0.6377685970962848,0.833333333,161
559,0.5213175362382018,0.625,161
560,0.6094873867757699,0.833333333,161
561,0.5021003939294395,0.625,161
562,0.5918926324460178,0.833333333,161
641,0.3731200045808245,0.526315789,161
527,0.33846424610946857,0.434782609,161
529,0.3241681507966947,0.454545455,161
336,0.6365770267578971,0.636363636,161
645,0.39550298843294956,0.555555556,161
447,0.6733789378166695,0.705882353,161
429,0.859246036237943,0.923076923,161
531,0.3640384678929326,0.434782609,161
449,0.6482015334328585,0.705882353,161
471,0.4520235410747774,0.428571429,161
473,0.43001360177149,0.444444444,161
311,0.6406389037801522,0.777777778,161
313,0.6260038100429803,0.777777778,161
393,0.6079745549350672,0.571428571,161
475,0.5084783848949072,0.52173913,161
343,0.8968750613828569,1.0,161
583,0.3438072162382559,0.454545455,161
613,0.5031800376272629,0.666666667,161
617,0.5096323812685847,0.666666667,161
366,0.6060687819841761,0.666666667,161
370,0.7111065465888566,0.8,161
397,0.7144801679128759,0.705882353,161
398,0.7937622352431914,0.8,161
416,0.6395680712467581,0.631578947,161
418,0.617746285432428,0.666666667,161
444,0.8174288663989273,0.923076923,161
448,0.8114241100148448,0.923076923,161
450,0.7833548386771123,0.923076923,161
452,0.8289611719360328,0.923076923,161
454,0.8018591818710827,0.923076923,161
455,0.8906517341143039,0.923076923,161
456,0.8748188147499891,0.923076923,161
457,0.8632642657824308,0.923076923,161
458,0.8462420078363002,0.923076923,161
478,0.6797382226588472,0.857142857,161
484,0.8647677678941714,0.923076923,161
486,0.8358546620453664,0.923076923,161
528,0.5160379542525562,0.769230769,161
530,0.5048288912765695,0.769230769,161
532,0.5225159101031833,0.769230769,161
534,0.5124623417428906,0.769230769,161
537,0.5291287988115472,0.714285714,161
538,0.5823989608965912,0.833333333,161
563,0.584268200980125,0.714285714,161
565,0.564336846713895,0.714285714,161
567,0.6931002509381375,0.833333333,161
569,0.6746066101831758,0.833333333,161
533,0.35292976777314977,0.476190476,161
451,0.7425651737139478,0.8,161
483,0.8780596897486801,0.923076923,161
503,0.6896813766699288,0.705882353,161
505,0.664294903306951,0.705882353,161
587,0.367968574469912,0.526315789,161
346,0.8624820812630944,1.0,161
395,0.7339141104820837,0.705882353,161
669,0.5150980046498469,0.666666667,161
673,0.519786526986493,0.666666667,161
426,0.7528682878142143,0.923076923,161
430,0.8475636288537682,0.923076923,161
504,0.8145183748421188,0.923076923,161
506,0.7882616216038993,0.923076923,161
368,0.7265321364792916,0.8,161
507,0.7547590195675177,0.8,161
509,0.7280044227311256,0.8,161
639,0.3887102365149907,0.555555556,161
508,0.8326273418942753,0.923076923,161
510,0.8052505057805478,0.923076923,161
511,0.8787353556916593,0.923076923,161
513,0.8499846871204317,0.923076923,161
649,0.5177728140719645,0.714285714,161
344,0.8918833498986658,1.0,161
372,0.866936922367426,0.923076923,161
643,0.40641935421053427,0.555555556,161
334,0.5906966082181907,0.583333333,161
390,0.753359476317756,0.8,161
364,0.6209087617150563,0.666666667,161
396,0.8152469879222182,0.8,161
443,0.6829757348525181,0.705882353,161
474,0.6573201448020969,0.857142857,161
476,0.7032739724189958,0.857142857,161
512,0.8649350246008478,0.923076923,161
514,0.8355064722067194,0.923076923,161
472,0.6788711877731897,0.857142857,161
388,0.7772378194194856,0.8,161
586,0.5025102733317789,0.769230769,161
590,0.5127172738371075,0.769230769,161
593,0.5119673733507349,0.769230769,161
677,0.5505813690996251,0.714285714,161
332,0.5992819889458503,0.583333333,161
584,0.5108685376764434,0.769230769,161
394,0.7595040014294252,0.8,161
611,0.5255329213243666,0.666666667,161
615,0.5274802713953042,0.666666667,161
312,0.7551024964641779,0.875,161
314,0.7399894631760859,0.875,161
594,0.5595903754193113,0.833333333,161
614,0.5829159127329517,0.833333333,161
618,0.5849396364070408,0.833333333,161
621,0.5463882582476693,0.769230769,161
642,0.5208005685584455,0.769230769,161
646,0.5259525509767398,0.769230769,161
650,0.5583793775063045,0.833333333,161
424,0.7732148800767924,0.923076923,161
317,0.9214202169601792,1.0,161
318,0.8908266981035783,1.0,161
591,0.5234902001640132,0.769230769,161
647,0.5309822393653523,0.714285714,161
588,0.52069989748294,0.769230769,161
667,0.5380429055341027,0.666666667,161
671,0.5380114282824793,0.666666667,161
640,0.5315394653265357,0.769230769,161
644,0.5354571745485426,0.769230769,161
622,0.5950146470235831,0.833333333,161
670,0.5844273057498945,0.833333333,161
674,0.585695418007823,0.833333333,161
678,0.5934523398835384,0.833333333,161
675,0.569994833639149,0.714285714,161
592,0.5719267037511396,0.833333333,161
648,0.5717909642692189,0.833333333,161
315,0.9511113406598318,1.0,161
316,0.9216377063127523,1.0,161
619,0.5643337318620514,0.769230769,161
597,0.6416641935255804,0.833333333,161
598,0.6215000019318435,0.833333333,161
612,0.6030726984704785,0.833333333,161
616,0.603824253993636,0.833333333,161
625,0.6422807828850171,0.833333333,161
626,0.6218065709541433,0.833333333,161
653,0.6403494604345071,0.833333333,161
654,0.6200739432653233,0.833333333,161
681,0.6403735320937047,0.833333333,161
682,0.6201031922642555,0.833333333,161
620,0.6131763902669324,0.833333333,161
668,0.6042125022963478,0.833333333,161
672,0.6042084464033446,0.833333333,161
676,0.6120874459500787,0.833333333,161
596,0.6398804686709539,0.833333333,161
624,0.6411744549467723,0.833333333,161
652,0.6384540723661324,0.833333333,161
680,0.6394710762568845,0.833333333,161
595,0.6600973728155957,0.833333333,161
623,0.6607135458363592,0.833333333,161
651,0.6587822233858492,0.833333333,161
679,0.6588070765906785,0.833333333,161
463,0.2897780369680433,0.555555556,79
465,0.28746654423086515,0.555555556,79
363,0.38940409242506,1.0,79
367,0.5994179009725503,0.303030303,79
369,0.5860228598456025,0.303030303,79
415,0.3948568304585492,0.666666667,79
323,0.31257848855579107,0.4,79
371,0.854839224905958,0.333333333,79
399,0.8301176867191986,0.4,79
401,0.8034252672325835,0.416666667,79
411,0.3548631005156423,1.0,79
327,0.3395084557902718,0.555555556,79
389,0.5795916345562147,0.588235294,79
325,0.3107607133966129,0.4,79
477,0.4898338317560955,1.0,79
365,0.37705036311881657,1.0,79
373,0.8278215119508494,0.333333333,79
351,0.3404990023671669,0.555555556,79
353,0.33703000076642126,0.555555556,79
417,0.3763692008561704,0.666666667,79
431,0.3005609988951395,0.5,79
433,0.2979246606009721,0.5,79
453,0.7174211728170106,0.714285714,79
485,0.8500722001131922,0.714285714,79
379,0.3386623636937399,1.0,79
308,0.39371603168062075,0.37037037,79
310,0.38600449185590435,0.37037037,79
329,0.3371593057415745,0.555555556,79
423,0.6775818240290047,0.714285714,79
425,0.6583979946972045,0.714285714,79
413,0.3517000054460486,1.0,79
345,0.868905709879999,0.588235294,79
291,0.3232303989050947,0.333333333,79
292,0.25943332824127724,0.333333333,79
293,0.3206097336587919,0.333333333,79
294,0.25943638000463637,0.333333333,79
295,0.32002977046715103,0.333333333,79
296,0.259459493390369,0.333333333,79
297,0.32020017395739286,0.333333333,79
298,0.25945948936825247,0.333333333,79
299,0.3112933444267241,0.333333333,79
300,0.24863424687591174,0.333333333,79
301,0.30777884948140277,0.333333333,79
302,0.2462033127337921,0.333333333,79
320,0.32287164131452073,0.476190476,79
322,0.32149939940201966,0.476190476,79
324,0.3430963070754196,0.555555556,79
326,0.34067599065120924,0.555555556,79
328,0.35076365697628087,0.625,79
330,0.3481688600387493,0.625,79
347,0.3517888162796293,1.0,79
348,0.3546870981963577,1.0,79
349,0.34854654750168257,1.0,79
350,0.3511741983366501,1.0,79
352,0.35050186179552756,0.666666667,79
354,0.3480419246197904,0.666666667,79
355,0.3463415517486515,0.555555556,79
356,0.3519299986523136,0.666666667,79
357,0.3442441624129065,0.555555556,79
358,0.3502178819811587,0.666666667,79
375,0.3443052427308071,0.625,79
376,0.3477209573381111,0.666666667,79
377,0.3419154687479833,0.625,79
378,0.345043307628751,0.666666667,79
380,0.33599627452049086,1.0,79
381,0.33551288003181423,1.0,79
382,0.33265225929474884,1.0,79
383,0.32355978335894175,0.588235294,79
384,0.3411602431889735,0.666666667,79
385,0.31966411962284674,0.588235294,79
386,0.33768096990557805,0.666666667,79
403,0.30327090663966483,0.454545455,79
404,0.3312648831667783,0.625,79
405,0.3019194519824074,0.454545455,79
406,0.32965244665587495,0.625,79
407,0.3369785278640067,0.666666667,79
408,0.34213887581239233,0.714285714,79
409,0.3343687164921346,0.666666667,79
410,0.33946119195761315,0.714285714,79
412,0.3529546253359961,1.0,79
414,0.3495598073686811,1.0,79
432,0.3285019134282312,0.714285714,79
434,0.3265785753878066,0.714285714,79
435,0.31921132880189623,0.526315789,79
436,0.3378824268000257,0.714285714,79
437,0.3170942718716518,0.526315789,79
438,0.3359788690138879,0.714285714,79
439,0.3206202979561753,0.666666667,79
440,0.322133207353942,0.714285714,79
441,0.3193166699601495,0.666666667,79
442,0.32051065183915295,0.714285714,79
459,0.33706610778938206,1.0,79
460,0.33359774505749956,1.0,79
461,0.33419157264689203,1.0,79
462,0.330580167626574,1.0,79
464,0.32122450194964813,0.714285714,79
466,0.31944279713271806,0.714285714,79
467,0.3027271344842721,0.555555556,79
468,0.326386529554972,0.714285714,79
469,0.3006316100263409,0.555555556,79
470,0.3244221924757059,0.714285714,79
487,0.3342835935692461,0.714285714,79
488,0.33708460450128963,0.714285714,79
489,0.332329215222567,0.714285714,79
490,0.33445298778811794,0.714285714,79
491,0.34596256527048985,1.0,79
492,0.34369439828721615,1.0,79
493,0.34325357518220273,1.0,79
494,0.34043719004821393,1.0,79
495,0.3125995596881778,0.555555556,79
496,0.3322540271756492,0.769230769,79
